ID,Age,Age_gr,Gender,Work_Experience,Family_Size,Ever_Married,Graduated,Profession,Spending_Score,Var_1,Segmentation
467275,32,40,1,null,null,1,2,6,2,6,D
462117,32,40,1,1,2,1,2,4,2,6,D
460710,38,40,0,0,3,2,2,1,0,6,A
460098,62,70,0,1,1,2,2,3,2,3,B
465787,18,20,1,1,5,1,1,6,2,4,D
463365,67,70,1,1,2,2,1,5,1,6,D
464042,42,50,0,9,2,2,2,1,2,6,B
467627,45,50,0,0,1,1,2,3,2,6,A
464720,46,50,1,0,3,2,1,2,0,4,D
461123,20,20,1,2,4,1,1,6,2,4,D
465413,41,50,0,0,3,2,2,3,1,6,A
465126,35,40,0,7,4,2,1,3,0,4,A
465950,52,60,0,6,2,2,2,1,2,6,A
466734,63,70,0,1,4,2,2,1,0,6,B
466222,51,60,1,5,3,2,1,5,2,2,C
466142,29,30,0,0,2,2,2,4,0,6,A
467888,27,30,1,0,4,1,1,2,2,6,B
461992,37,40,0,1,1,1,2,2,2,4,A
460522,29,30,0,null,2,2,1,7,0,4,C
459973,50,50,0,0,2,1,2,1,2,6,A
460695,74,70,1,1,1,2,2,8,2,6,A
464260,72,70,0,3,3,2,2,1,0,6,C
464140,83,70,0,1,2,2,2,8,1,6,B
465606,37,40,1,1,3,2,2,3,0,3,A
459050,19,20,0,0,3,1,1,6,2,6,D
462330,30,30,0,1,1,1,1,1,2,6,B
459940,46,50,0,1,2,1,2,3,2,1,B
466352,65,70,0,1,2,2,2,2,2,6,B
463558,88,70,0,1,2,2,2,8,0,6,C
460049,43,50,1,0,2,2,2,4,0,5,A
464148,50,50,1,9,3,2,2,5,1,2,C
465503,35,40,1,8,2,1,2,1,2,6,D
465082,67,70,1,0,1,2,2,8,2,3,A
459832,66,70,1,0,1,2,2,5,2,6,B
464609,39,40,0,3,2,1,2,1,2,6,C
466703,46,50,0,0,null,2,2,7,0,6,C
466864,32,40,0,8,1,1,1,7,2,6,D
461458,40,40,0,6,1,1,2,1,2,6,B
459218,88,70,1,0,3,2,2,8,1,6,C
462860,30,30,1,8,5,1,2,6,2,6,D
462033,32,40,1,1,1,1,2,4,2,6,A
467695,43,50,1,1,2,2,1,9,2,7,D
463090,55,60,0,3,2,2,1,3,0,6,B
459219,47,50,0,0,3,2,2,1,0,6,C
460148,73,70,0,1,null,2,1,3,2,0,A
461603,39,40,1,null,1,1,2,1,2,6,C
466359,22,30,1,0,4,1,1,6,2,6,D
464655,39,40,1,0,5,2,2,0,0,4,A
466088,31,40,0,0,7,1,1,6,2,6,B
461205,27,30,1,null,3,1,2,6,2,2,D
462822,19,20,1,0,4,1,1,6,2,6,D
459076,69,70,1,0,2,2,1,2,0,6,C
463410,37,40,1,null,2,2,1,2,0,6,B
463879,45,50,1,0,2,2,2,5,1,6,C
462827,22,30,0,1,3,1,1,2,2,3,A
461500,26,30,0,0,3,1,2,2,2,6,B
461553,39,40,1,1,3,1,2,1,2,7,A
467912,61,70,1,1,2,2,2,4,2,5,A
465029,74,70,0,1,2,2,1,8,1,6,C
460062,29,30,1,4,1,1,2,1,2,3,D
462863,29,30,1,5,1,1,2,7,2,6,D
460465,36,40,1,0,3,1,1,5,2,6,D
460335,63,70,0,0,2,1,2,2,2,6,B
466067,69,70,1,0,5,2,2,1,0,3,C
463962,35,40,0,12,2,0,2,1,2,6,B
459807,81,70,1,1,1,2,2,8,2,6,A
463364,71,70,0,1,2,2,1,8,1,6,B
463599,31,40,0,10,2,1,1,6,2,3,C
462686,41,50,1,9,4,2,2,4,0,0,A
462949,35,40,1,1,3,2,1,7,0,6,B
460275,52,60,0,6,1,1,2,1,2,6,A
461184,19,20,1,null,4,1,1,6,2,3,D
460728,39,40,0,0,1,0,2,1,2,7,B
462416,45,50,1,0,2,2,1,1,2,4,B
460846,19,20,0,1,4,1,1,9,2,6,D
459542,23,30,1,2,5,1,1,6,2,6,D
459080,77,70,1,0,2,2,1,8,2,6,D
463106,84,70,0,0,1,2,2,8,2,6,B
464728,47,50,1,1,4,2,1,4,1,4,D
466474,29,30,1,6,3,1,2,4,2,6,A
461711,35,40,0,8,3,1,2,1,2,2,A
460347,40,40,1,14,2,2,2,1,2,6,C
467689,35,40,1,1,1,1,1,6,2,6,D
460260,20,20,1,0,3,1,1,6,2,2,D
466344,43,50,1,0,2,1,2,4,2,2,A
466437,56,60,1,0,1,2,1,5,2,6,D
460423,53,60,0,3,1,2,2,1,2,7,A
459590,22,30,1,1,3,2,1,5,1,6,D
464668,32,40,1,1,4,2,1,6,1,4,D
463049,51,60,1,2,5,2,1,5,1,6,A
460458,41,50,0,1,null,1,1,9,2,3,D
462407,37,40,1,2,4,2,1,2,0,6,A
459450,55,60,1,4,4,2,2,1,0,6,A
463255,42,50,1,3,2,1,2,4,2,6,A
462574,20,20,1,1,5,1,1,6,2,4,D
465761,42,50,0,12,2,1,2,1,2,4,A
467728,38,40,0,1,5,2,1,3,1,6,B
465841,52,60,0,3,1,1,2,3,2,6,A
460117,48,50,0,9,1,2,2,9,2,6,D
466619,37,40,1,5,2,2,2,4,0,6,C
461722,27,30,1,1,3,1,1,2,2,6,B
460898,48,50,1,3,4,2,1,1,0,6,B
463627,25,30,0,5,2,1,2,9,2,4,D
460403,56,60,0,3,1,1,2,2,2,6,A
459818,68,70,0,1,1,2,1,8,2,6,D
463732,21,30,1,0,4,1,1,6,2,6,D
462499,72,70,0,8,2,0,1,8,0,6,D
467112,43,50,1,1,2,1,2,1,2,2,B
459902,52,60,1,8,2,2,2,8,1,6,C
463233,50,50,1,0,5,2,1,5,0,6,B
467721,41,50,1,0,1,1,2,4,2,4,D
465915,40,40,1,8,2,2,2,4,0,6,B
464506,32,40,1,8,2,1,2,6,2,4,D
460624,57,60,1,5,2,2,2,7,1,6,A
462020,25,30,0,13,2,1,2,1,2,6,C
464320,74,70,1,0,2,2,1,8,1,6,A
467687,38,40,1,null,4,1,2,4,2,6,D
461561,46,50,0,0,2,2,2,1,0,6,C
465953,50,50,0,1,1,1,2,1,2,6,D
463309,50,50,1,0,2,2,2,1,0,3,B
459134,69,70,0,0,2,2,2,8,1,6,C
464195,29,30,1,0,1,1,2,1,2,6,A
467696,84,70,1,null,3,2,2,8,1,6,B
459586,73,70,1,1,null,2,1,5,2,6,C
466504,38,40,1,9,5,2,1,5,1,6,B
466792,82,70,0,0,1,2,1,8,2,6,A
459875,71,70,1,0,null,2,1,8,1,6,A
463837,50,50,0,0,3,2,1,3,2,7,B
465384,56,60,1,0,2,2,2,1,1,6,B
462050,19,20,1,4,3,1,1,6,2,2,D
465268,29,30,1,12,3,2,1,5,2,6,B
461370,26,30,1,1,3,1,2,2,2,6,D
464225,31,40,0,1,5,1,1,2,2,3,C
466665,42,50,1,0,2,2,2,1,0,6,A
462290,33,40,0,1,1,1,2,2,2,6,B
459326,35,40,1,1,5,2,1,6,2,6,D
464926,46,50,0,0,3,2,1,3,1,4,A
460343,67,70,0,0,2,1,2,1,2,6,B
463626,35,40,0,7,2,1,1,1,2,6,D
464266,28,30,1,8,3,1,1,2,2,6,A
464491,43,50,0,8,1,1,1,2,2,4,D
467698,40,40,0,3,null,2,1,1,0,6,A
463440,73,70,0,0,3,2,2,1,0,1,C
463602,21,30,0,8,4,1,1,6,2,6,D
464706,32,40,0,1,3,1,1,2,2,4,D
467220,36,40,0,null,null,1,1,0,2,4,D
460313,32,40,1,13,3,1,2,1,2,6,A
465497,25,30,1,14,3,1,1,7,2,5,A
465846,40,40,0,5,1,1,2,1,2,6,A
463374,19,20,0,0,3,1,1,6,2,6,D
462704,48,50,1,5,5,2,2,5,1,6,B
462160,36,40,0,3,3,1,2,1,2,6,C
461365,27,30,1,1,3,1,1,6,2,6,D
464205,82,70,0,0,2,2,1,4,1,6,B
459294,23,30,1,9,4,1,1,6,2,6,D
460318,30,30,1,14,3,1,2,4,2,6,D
467967,30,30,1,8,4,1,2,4,2,6,A
461797,30,30,1,1,3,1,2,6,2,6,D
462980,28,30,1,1,5,1,2,4,2,6,C
462361,60,60,1,0,2,2,2,1,2,4,A
461855,52,60,0,1,2,2,2,1,0,6,C
461069,19,20,0,null,null,1,1,6,2,3,D
467522,19,20,0,0,2,1,1,6,2,6,D
463327,40,40,1,1,5,2,1,5,2,5,D
459824,38,40,1,8,1,1,2,4,2,6,D
461051,71,70,0,1,2,2,2,4,0,6,B
461142,40,40,0,1,3,1,2,3,2,3,B
461521,68,70,1,0,2,2,2,1,1,6,B
459422,50,50,1,null,4,2,2,4,2,6,A
467792,21,30,1,0,4,1,1,6,2,6,D
467432,29,30,1,null,3,1,2,6,2,6,B
464016,29,30,0,0,1,0,2,4,1,1,A
464654,39,40,0,1,4,2,1,3,0,4,B
459111,41,50,1,0,4,2,2,5,2,6,B
459408,28,30,1,null,1,1,1,2,2,6,D
466473,22,30,0,0,3,1,1,6,2,2,D
464365,35,40,1,null,1,1,2,1,2,6,A
460046,49,50,0,3,2,2,2,1,2,6,B
466698,26,30,0,8,2,2,2,6,2,3,D
460609,33,40,0,null,1,1,1,6,2,4,C
459927,27,30,0,0,2,1,1,3,2,3,D
467057,50,50,0,8,2,1,1,4,2,6,A
466052,37,40,0,5,2,2,2,7,2,4,D
464210,43,50,1,0,2,1,2,9,2,6,A
465873,35,40,1,13,1,1,2,4,2,6,D
459802,50,50,0,1,1,2,2,1,2,6,C
464817,31,40,1,7,1,1,2,1,2,4,A
465540,29,30,0,null,2,2,1,3,1,6,D
460845,20,20,0,0,2,1,1,6,2,6,D
459072,66,70,1,1,2,2,2,4,0,6,C
465694,37,40,1,1,2,2,2,6,0,4,A
466381,52,60,1,2,2,2,2,1,0,6,C
460947,45,50,1,7,5,2,2,5,1,6,C
467338,27,30,0,2,6,1,2,6,2,6,D
467189,46,50,0,1,4,2,2,1,1,6,C
466456,43,50,0,9,1,2,1,2,2,2,A
463805,32,40,0,8,6,1,1,2,2,6,C
462427,87,70,1,9,4,2,2,8,2,6,C
462785,40,40,0,null,5,2,2,3,0,3,B
466906,59,60,1,1,2,1,2,1,2,6,B
461842,63,70,1,1,3,2,2,1,0,6,C
462229,23,30,1,0,8,1,1,0,2,4,D
462372,65,70,0,null,2,2,1,8,1,6,A
462400,47,50,1,0,1,1,2,1,2,6,B
466598,45,50,0,9,2,2,2,1,2,6,C
466940,79,70,1,0,1,2,1,8,2,6,D
461754,65,70,1,1,2,2,1,4,1,6,B
461376,38,40,0,0,2,1,2,6,2,6,B
459427,28,30,0,null,2,2,2,6,2,6,D
462025,20,20,1,2,3,1,1,6,2,4,D
465720,36,40,0,1,2,2,2,1,2,6,C
466354,22,30,1,0,4,1,1,6,2,6,D
463857,56,60,1,0,4,2,1,6,1,7,B
465849,32,40,0,5,3,1,2,2,2,4,A
464100,33,40,0,1,1,1,2,6,2,6,D
461444,68,70,0,1,2,2,2,1,1,6,C
461828,53,60,1,null,3,2,2,1,0,6,C
464711,38,40,0,7,3,2,2,1,0,1,B
462759,22,30,1,null,5,1,1,6,2,2,D
465349,49,50,0,0,4,2,2,1,1,6,C
459449,43,50,1,null,2,2,2,1,2,6,B
463407,33,40,0,0,1,1,1,2,2,3,D
466632,57,60,0,1,2,2,2,1,1,6,C
464641,65,70,0,2,6,2,2,8,2,1,D
460290,50,50,0,null,1,0,2,1,1,0,B
462154,36,40,1,0,2,2,2,4,0,6,C
464754,43,50,0,4,7,2,1,3,0,4,A
460167,18,20,0,1,5,1,1,4,2,2,C
461987,43,50,0,1,2,2,1,3,0,6,B
463259,75,70,1,0,1,2,2,8,2,6,A
464421,27,30,0,null,4,2,1,9,1,6,D
461628,39,40,1,11,2,2,2,6,0,6,B
459126,61,70,1,2,2,2,2,1,2,6,B
460639,73,70,0,null,5,2,2,8,2,1,D
465143,26,30,1,0,5,1,2,3,2,4,C
460860,52,60,1,7,4,2,2,1,0,6,B
467629,50,50,1,1,1,2,2,1,2,6,B
461720,51,60,0,1,1,1,2,1,2,4,B
460086,50,50,1,1,3,2,1,1,0,6,C
465832,53,60,1,9,5,2,2,5,1,4,B
467070,40,40,1,5,4,2,1,5,2,6,D
459602,86,70,0,null,1,2,1,8,2,6,D
463541,26,30,0,0,3,1,1,6,2,5,B
462431,32,40,1,9,4,1,1,4,2,6,A
461387,22,30,0,5,3,1,1,6,2,2,D
461693,36,40,0,1,4,2,2,1,0,6,B
466793,62,70,0,4,3,0,2,1,0,6,B
466010,69,70,0,0,1,2,1,2,2,3,A
465674,39,40,0,1,2,1,2,4,2,4,A
459405,81,70,0,0,2,2,1,2,1,6,A
465989,28,30,0,9,2,1,1,6,2,6,D
465598,28,30,1,6,5,1,2,6,2,2,D
466093,52,60,1,1,5,1,2,4,2,4,B
462773,40,40,0,4,5,2,2,1,0,6,B
467087,68,70,1,0,null,1,2,8,2,6,B
465763,37,40,0,0,2,2,1,1,0,4,D
462958,26,30,1,1,5,1,1,9,2,6,D
467056,31,40,0,8,1,1,1,7,2,6,A
461990,68,70,0,0,2,2,2,8,2,6,C
464480,42,50,1,1,3,2,2,1,0,6,C
461318,56,60,0,1,6,2,2,1,0,5,C
467398,37,40,1,1,2,2,1,4,2,6,A
464222,58,60,1,1,1,2,2,1,2,6,D
465427,33,40,1,7,1,1,2,1,2,6,A
460652,31,40,0,8,1,1,1,7,2,4,D
463642,27,30,0,0,3,1,2,6,2,2,B
462672,25,30,1,7,4,1,1,6,2,4,D
466112,51,60,1,1,2,2,2,4,0,6,B
459831,37,40,1,8,3,2,1,3,0,4,D
463027,69,70,1,1,4,2,2,5,0,6,B
462467,45,50,0,1,1,2,1,2,2,6,A
461469,38,40,1,0,2,2,2,1,2,6,C
461562,51,60,1,null,4,2,2,1,0,2,C
467051,19,20,0,0,4,1,1,6,2,6,D
465928,32,40,0,6,3,1,2,6,2,6,D
462491,31,40,1,1,5,1,2,1,2,6,C
460642,19,20,1,13,3,1,1,6,2,3,D
460988,41,50,1,0,3,2,2,4,0,4,C
460634,39,40,0,null,6,1,1,4,2,3,D
461108,21,30,1,1,4,1,1,6,2,3,D
464175,30,30,0,0,null,1,1,6,2,6,D
463329,23,30,1,0,6,1,1,6,2,3,D
466153,65,70,1,0,2,2,1,4,0,6,C
467027,31,40,1,4,5,1,1,5,2,1,D
459707,74,70,0,null,null,2,2,8,2,6,D
466710,73,70,0,1,2,2,1,1,1,6,C
465616,42,50,1,9,2,2,2,2,2,6,C
463173,47,50,1,0,1,1,2,1,2,3,B
465779,19,20,0,0,5,1,1,6,2,2,D
465826,45,50,1,3,9,2,1,5,2,4,D
463063,25,30,0,null,7,1,1,9,2,2,B
463575,28,30,0,0,3,1,2,4,2,6,D
466480,40,40,0,null,2,2,2,1,0,4,C
463175,40,40,0,1,4,0,1,3,2,3,A
462046,30,30,0,8,null,1,2,2,2,4,D
466075,50,50,0,1,4,2,2,3,0,4,B
461723,26,30,1,8,2,1,2,6,2,6,C
460783,82,70,1,0,1,2,2,8,2,6,B
465962,33,40,1,0,2,2,2,6,2,7,A
462781,50,50,1,1,2,1,1,9,2,7,C
466020,83,70,1,0,1,2,1,8,2,6,D
461502,37,40,0,9,1,1,2,1,2,6,B
463280,37,40,1,6,2,2,2,1,0,3,A
466936,55,60,1,1,3,2,1,8,1,6,C
460552,61,70,1,0,2,2,2,1,2,3,C
459345,39,40,0,3,1,2,2,1,2,6,B
464256,40,40,1,0,2,2,2,1,2,6,C
467097,55,60,1,2,1,2,2,1,2,6,B
462571,50,50,1,1,1,2,2,6,0,6,D
463765,26,30,1,13,3,1,2,2,2,6,D
460152,53,60,0,1,1,1,2,1,2,6,C
463415,28,30,0,null,5,1,2,6,2,6,B
459587,32,40,0,7,3,1,2,1,2,6,A
460995,31,40,0,0,1,1,2,9,2,6,D
465426,30,30,1,0,4,1,1,6,2,6,B
461452,31,40,0,0,4,1,2,2,2,3,A
460797,47,50,1,4,1,2,2,1,2,3,A
466618,49,50,1,3,2,2,2,1,0,6,C
462168,37,40,1,1,3,2,2,5,1,6,B
465338,47,50,1,13,4,2,2,1,0,6,C
463501,52,60,1,0,2,2,2,5,1,6,C
460817,20,20,0,null,7,1,1,4,2,3,C
459726,79,70,1,0,2,2,1,8,1,6,B
463516,47,50,1,1,6,2,1,5,1,6,C
466751,20,20,0,1,4,1,0,6,2,6,D
463359,23,30,1,1,4,1,1,6,2,6,D
463488,29,30,0,9,4,1,1,3,2,4,A
465872,33,40,0,10,1,1,2,3,2,6,A
460588,21,30,1,0,4,1,1,6,2,3,D
460236,18,20,1,8,4,1,1,6,2,6,D
460802,70,70,1,0,2,2,2,8,1,6,C
459467,56,60,0,0,2,2,2,1,0,6,C
466953,42,50,1,2,2,2,2,1,0,6,B
459086,28,30,0,1,2,1,1,6,2,6,B
464915,41,50,1,null,4,2,2,5,1,4,B
460827,81,70,1,9,1,2,2,8,2,6,D
464272,30,30,1,9,2,1,2,1,2,6,A
461063,53,60,1,0,2,2,1,8,2,6,D
467302,26,30,1,9,4,1,2,5,2,6,D
461935,51,60,1,1,3,2,2,1,2,6,C
459089,19,20,1,9,7,1,1,1,2,7,B
462365,75,70,1,0,2,2,2,8,1,6,B
459628,51,60,0,0,1,2,2,3,2,6,A
467332,70,70,0,3,2,2,2,7,2,6,B
460443,38,40,0,0,1,1,2,2,2,6,A
462195,21,30,0,0,4,1,1,6,2,4,D
466228,80,70,1,0,1,2,1,8,2,4,B
461952,19,20,0,null,2,2,1,1,1,4,D
467589,33,40,1,1,1,1,1,4,2,6,D
466107,48,50,1,1,6,2,2,4,0,6,C
462199,33,40,0,8,3,1,1,6,2,0,D
466452,33,40,0,0,3,1,2,3,2,1,D
467074,31,40,0,1,4,1,1,6,2,6,C
464233,48,50,0,1,2,2,2,1,0,6,C
462225,49,50,1,1,8,2,1,3,0,4,D
465970,38,40,0,1,1,2,1,1,2,6,B
460094,39,40,0,0,1,1,2,1,2,3,A
467428,46,50,0,2,2,2,2,4,0,6,B
465623,41,50,1,8,2,2,2,1,0,6,C
467516,31,40,0,0,3,2,1,1,1,4,A
462975,37,40,1,8,2,2,2,4,0,6,C
462389,58,60,0,1,1,2,1,3,2,6,B
461556,49,50,0,1,2,2,2,3,0,6,A
465964,47,50,0,2,1,2,1,9,2,6,D
460724,30,30,1,1,4,1,2,6,2,6,D
460660,41,50,1,6,1,1,0,4,2,6,A
466787,33,40,0,0,2,2,2,2,2,6,A
467256,33,40,1,0,4,1,1,6,2,2,B
467414,27,30,1,null,1,1,2,6,2,6,D
466742,45,50,1,8,2,2,1,2,2,3,A
466017,45,50,0,1,1,2,2,7,2,3,B
463079,35,40,0,null,null,1,1,9,2,3,D
459679,21,30,0,1,4,1,1,4,2,6,D
465930,36,40,0,9,2,1,2,1,2,6,A
464821,56,60,0,0,1,2,1,0,2,4,D
460175,28,30,0,0,5,1,1,1,2,2,C
466725,89,70,0,0,2,2,1,8,1,6,A
465095,48,50,1,1,4,2,2,5,1,6,C
465452,47,50,1,0,5,2,1,4,1,6,C
463473,23,30,1,null,3,1,1,6,2,6,D
463213,18,20,0,3,4,1,1,6,2,6,D
467653,58,60,1,2,2,2,2,8,1,6,C
463218,42,50,1,9,3,2,1,4,0,6,A
461289,22,30,1,0,3,1,1,6,2,6,D
459983,50,50,0,2,1,2,2,1,2,6,B
465845,40,40,0,null,2,2,2,4,2,6,B
462363,73,70,1,0,2,2,1,5,1,6,D
460575,27,30,0,null,null,1,1,1,2,3,D
461509,40,40,1,1,3,2,2,1,0,6,B
460542,81,70,0,1,null,2,1,8,2,3,B
461148,37,40,1,1,3,0,2,1,0,3,A
464064,39,40,0,0,2,2,1,2,2,6,B
460545,83,70,1,0,3,2,1,8,1,3,D
459303,55,60,1,0,1,2,2,1,2,6,B
462568,51,60,1,null,3,2,2,2,2,6,A
462635,42,50,1,5,4,2,1,3,0,4,A
464456,27,30,1,1,4,2,2,1,2,6,C
465106,53,60,1,1,2,2,2,5,1,6,C
467605,40,40,0,1,7,2,2,3,0,6,A
466116,62,70,1,0,9,2,2,1,0,3,C
461388,21,30,1,null,5,1,1,6,2,2,D
466155,40,40,1,1,2,2,2,4,0,0,A
467176,27,30,1,1,3,1,1,6,2,3,A
459400,84,70,0,0,2,2,1,8,1,6,B
466784,26,30,1,4,null,1,1,2,2,6,D
460320,26,30,1,11,4,1,1,1,2,6,C
466454,33,40,1,1,1,1,2,4,2,6,A
467028,27,30,1,0,1,1,2,1,2,6,D
464827,46,50,0,9,5,2,1,4,0,4,D
465463,28,30,0,null,5,1,1,2,2,2,A
464501,25,30,0,1,3,1,1,6,2,6,A
460659,47,50,0,null,3,2,2,9,0,6,A
463715,32,40,0,3,4,1,1,1,2,6,C
461028,21,30,0,6,4,1,1,6,2,4,D
466766,73,70,1,1,4,2,2,8,1,6,C
462475,35,40,1,0,2,2,2,1,0,6,B
465770,52,60,1,1,1,1,2,1,2,6,B
466823,40,40,1,1,2,2,2,1,2,6,B
463505,31,40,1,null,1,1,2,6,2,6,D
467083,88,70,0,1,2,2,2,8,1,6,A
467675,39,40,0,null,1,1,1,0,2,6,A
464080,41,50,0,1,2,1,2,1,2,6,C
462287,73,70,0,null,2,2,2,1,0,6,C
466503,45,50,1,7,5,2,2,1,0,6,B
461847,41,50,1,0,4,2,1,4,2,6,A
461447,75,70,1,0,2,2,2,8,1,6,C
459982,39,40,1,9,2,1,2,4,2,6,A
463316,89,70,0,0,2,2,1,8,1,6,A
466758,45,50,1,0,1,2,2,2,2,6,A
464307,50,50,0,1,2,2,2,1,0,6,C
461344,43,50,1,6,2,2,1,6,1,7,B
463353,50,50,1,4,4,2,2,5,0,2,B
467349,53,60,0,0,null,1,1,4,2,6,D
462607,37,40,0,2,3,0,1,3,0,4,D
467172,40,40,1,8,2,1,0,1,2,6,C
464324,76,70,1,1,1,2,2,8,2,3,D
462108,27,30,0,null,2,2,2,7,0,6,A
459288,41,50,1,1,2,2,2,1,2,6,A
460050,50,50,1,3,2,2,2,4,2,6,A
464994,56,60,1,8,5,2,2,5,1,6,C
464903,28,30,1,0,2,2,1,4,0,4,A
461251,46,50,0,0,null,1,2,9,2,6,D
463165,72,70,0,1,2,2,2,2,0,6,A
460419,41,50,0,null,1,2,1,2,2,7,A
465981,28,30,1,0,2,1,1,1,2,6,A
465281,27,30,0,8,2,2,2,1,0,6,C
463781,32,40,0,2,4,1,1,6,2,4,D
466569,20,20,0,9,4,1,1,2,2,6,A
466547,45,50,1,1,5,2,2,5,2,6,B
464631,59,60,1,1,2,1,2,1,2,6,C
465957,46,50,0,1,1,1,2,9,2,6,D
459848,46,50,1,1,3,2,2,1,0,6,C
461642,41,50,1,9,2,1,2,1,2,6,A
467259,70,70,1,1,2,2,2,8,1,6,B
459388,25,30,0,null,1,0,2,7,2,6,D
463439,42,50,1,9,3,2,2,1,0,6,B
464764,60,60,0,1,9,2,1,3,1,4,A
467073,37,40,1,9,1,1,2,3,2,6,D
460480,18,20,1,0,7,1,1,6,2,3,D
464419,52,60,1,1,3,2,2,1,0,6,C
463686,32,40,0,2,4,1,1,1,2,2,A
459411,74,70,1,8,1,2,1,8,2,6,A
463774,29,30,1,1,2,2,2,6,0,6,A
463671,37,40,1,0,3,2,2,4,0,6,C
466986,45,50,1,1,3,2,1,4,0,6,B
465508,22,30,1,1,4,1,1,6,2,6,D
463284,60,60,0,0,null,2,2,3,2,3,B
465351,51,60,0,8,2,2,2,1,0,6,B
464001,59,60,1,0,2,2,2,1,0,6,C
459483,55,60,1,1,2,2,2,1,0,7,A
466013,22,30,1,2,3,1,1,6,2,4,D
459763,18,20,1,null,4,1,1,1,2,4,D
466490,84,70,0,0,2,2,1,8,1,6,B
463024,35,40,1,null,1,1,2,1,2,6,A
463665,50,50,1,0,3,2,2,4,0,6,C
463459,73,70,1,5,3,2,2,1,1,6,C
462756,23,30,0,1,4,1,1,3,2,6,B
461414,30,30,1,null,5,1,2,4,2,3,D
463915,21,30,0,0,5,1,2,6,2,2,D
463543,18,20,1,1,4,1,1,6,2,6,D
462768,46,50,1,0,3,2,2,1,0,6,B
461876,32,40,1,9,2,1,2,4,2,6,D
462135,36,40,0,6,3,1,2,6,2,2,D
458998,37,40,1,9,2,2,1,2,2,6,D
466432,42,50,1,1,1,1,2,4,2,7,A
464722,35,40,1,1,null,2,2,2,2,4,D
460389,42,50,0,9,2,2,2,6,0,6,D
460663,33,40,0,9,1,1,1,7,2,6,D
463484,35,40,0,1,2,2,1,3,1,0,D
467771,59,60,0,0,5,2,2,1,0,6,C
462084,70,70,1,1,1,2,2,1,2,6,B
463621,53,60,1,1,1,2,1,4,2,6,A
467021,80,70,0,1,2,2,1,8,1,6,D
459056,56,60,1,null,3,2,1,5,1,6,B
467563,39,40,1,0,2,2,2,1,0,2,C
459820,73,70,0,null,3,2,2,1,0,3,C
467306,58,60,0,0,5,2,2,1,0,6,C
464865,30,30,0,8,9,1,1,7,2,4,A
463585,23,30,0,0,3,1,1,6,2,6,D
466186,59,60,1,9,4,2,2,1,0,6,C
459619,56,60,0,0,2,2,2,2,2,6,D
466699,40,40,0,8,1,2,2,1,2,6,B
465517,68,70,0,1,2,2,2,1,2,6,A
459237,29,30,1,1,6,1,2,1,2,6,A
461757,55,60,0,1,3,2,2,1,0,6,C
466309,21,30,1,1,4,1,1,6,2,6,D
466532,19,20,0,1,4,1,1,3,2,6,D
460832,41,50,0,1,4,2,1,6,0,6,D
461531,41,50,1,4,1,1,2,1,2,3,A
467304,33,40,1,1,2,1,1,2,2,3,C
463124,31,40,1,null,2,2,1,1,0,6,B
461463,41,50,1,6,1,1,2,1,2,3,B
464566,35,40,1,0,4,2,2,5,1,6,A
462070,41,50,1,9,2,2,2,4,0,6,B
464162,81,70,1,null,2,2,2,8,1,6,C
466554,26,30,1,0,3,1,1,6,2,6,D
462793,42,50,1,3,5,2,1,5,1,6,B
465657,53,60,0,0,2,2,2,1,0,6,C
460530,33,40,0,3,3,2,2,4,0,4,D
464045,39,40,1,0,2,2,2,1,2,6,C
465633,83,70,1,null,2,2,2,5,1,6,B
462905,25,30,0,6,3,1,1,1,2,6,C
466254,40,40,1,0,2,1,2,4,2,2,A
460617,22,30,0,0,4,1,1,6,2,3,D
465468,37,40,0,1,2,2,2,1,0,6,C
466125,65,70,0,0,2,2,2,1,2,6,B
465207,49,50,1,0,2,2,2,1,0,6,C
463332,38,40,0,1,2,2,2,3,2,6,C
459924,65,70,0,0,2,2,2,1,0,6,C
466143,48,50,0,0,5,2,1,3,0,0,C
466375,52,60,1,1,4,2,2,4,2,2,C
462951,73,70,1,2,1,2,2,8,2,6,D
465654,48,50,0,1,1,1,2,3,2,6,B
460987,25,30,1,8,2,1,2,2,2,6,D
461681,31,40,1,9,3,1,2,6,2,7,D
462820,25,30,1,8,9,1,1,4,2,6,C
467518,21,30,1,0,null,1,1,2,2,6,D
467525,20,20,1,0,4,1,1,6,2,6,D
465876,25,30,1,0,3,1,1,5,2,6,A
464199,25,30,1,8,2,2,2,1,2,7,A
462746,29,30,1,1,3,1,1,4,2,6,B
463261,72,70,0,7,3,2,1,4,0,6,B
467548,48,50,1,0,2,2,2,1,1,6,B
460924,28,30,1,1,5,1,1,2,2,2,D
463368,42,50,0,3,3,2,2,1,1,2,C
459957,32,40,0,8,3,2,2,1,2,6,A
459191,49,50,1,0,1,2,2,1,2,6,B
462479,55,60,0,1,2,2,2,1,0,6,C
466570,40,40,0,0,3,2,2,1,0,6,A
459407,37,40,0,0,3,1,2,2,2,6,A
467331,27,30,1,3,4,1,1,6,2,6,D
463377,32,40,0,4,2,2,2,7,1,3,B
467456,36,40,1,7,4,2,1,5,1,6,A
463058,28,30,0,11,1,1,2,7,2,0,D
467401,72,70,1,0,null,2,1,4,0,1,C
464029,18,20,1,1,4,1,1,4,2,6,D
466056,36,40,0,1,1,1,2,1,2,4,B
