Age,Gender,Dependent_Count,Education_Level,is_Married,Read_Book_per_Year,Income_Range
38,M,4,석사,1,27,B
51,F,2,석사,1,36,X
56,F,2,고졸,0,42,A
42,M,2,석사,1,35,C
45,M,4,학사,1,32,A
39,F,5,석사,0,33,A
34,M,1,학사,1,23,C
54,F,3,박사,0,39,A
61,F,0,석사,1,51,A
39,F,2,고졸,1,36,A
47,F,2,고졸,1,32,X
50,F,1,석사,1,36,A
39,M,2,석사,0,26,B
32,F,3,고졸,1,22,A
55,F,3,고졸,1,48,A
38,F,0,고졸,0,36,A
53,F,3,석사,1,36,A
59,M,2,석사,0,36,C
32,M,0,석사,1,27,B
34,F,3,학사,1,23,A
38,M,1,고졸,0,33,C
58,M,1,석사,1,48,C
56,M,1,고졸,1,37,E
52,F,3,고졸,1,40,A
40,M,2,고졸,0,36,E
37,M,3,석사,0,29,D
47,F,4,석사,0,37,A
34,M,0,석사,1,17,B
54,M,2,학사,1,44,D
60,F,1,고졸,0,36,A
48,F,5,고졸,1,36,B
42,M,4,학사,0,23,C
36,M,2,석사,0,36,A
35,M,2,고졸,1,36,C
55,M,2,고졸,0,49,E
52,F,3,석사,1,39,A
44,F,1,고졸,0,36,A
52,M,2,학사,0,32,E
38,F,3,석사,1,34,A
54,M,3,박사,0,41,C
46,M,3,학사,1,26,D
45,M,3,고졸,1,39,C
58,F,2,학사,0,36,A
46,M,2,고졸,0,34,C
39,M,3,석사,1,36,E
49,M,0,고졸,0,43,D
58,F,1,석사,0,36,A
54,F,2,석사,0,43,A
50,F,2,학사,1,40,A
51,F,4,석사,1,41,X
37,M,1,석사,0,32,X
29,M,1,학사,0,19,D
44,M,4,석사,0,28,C
43,F,4,고졸,0,38,A
31,M,0,고졸,1,24,C
53,M,1,석사,0,47,D
53,F,2,학사,0,49,X
49,F,3,고졸,1,45,A
46,F,3,고졸,0,36,A
49,M,4,석사,1,29,D
49,M,5,석사,1,38,C
44,F,2,석사,1,39,A
36,M,4,고졸,0,36,E
38,M,3,석사,0,25,C
52,F,2,석사,1,43,B
43,F,3,학사,1,36,X
41,F,5,석사,1,28,A
49,F,4,박사,1,39,X
42,M,4,학사,1,34,D
48,F,4,고졸,1,30,A
48,F,2,석사,1,31,A
41,F,3,석사,0,36,A
44,M,3,석사,0,37,C
55,M,3,박사,0,35,D
37,F,3,석사,0,28,X
39,F,1,고졸,0,31,A
60,F,1,학사,0,50,B
52,M,2,고졸,0,33,C
37,F,3,고졸,0,25,A
47,F,5,학사,0,34,A
58,F,1,박사,1,47,A
53,M,3,고졸,1,44,E
45,M,2,박사,1,40,D
53,F,1,석사,0,48,A
44,F,4,학사,1,36,A
49,M,1,석사,1,36,B
48,M,2,석사,1,35,C
46,F,4,석사,0,40,A
49,F,3,고졸,1,36,A
32,M,0,석사,0,26,A
48,M,4,석사,1,34,D
51,M,1,석사,0,39,C
50,M,3,석사,0,42,E
52,F,2,학사,1,40,B
60,M,0,고졸,0,36,D
48,F,1,석사,0,35,A
31,M,2,학사,1,21,A
51,F,4,고졸,0,33,A
56,M,2,학사,0,50,E
43,M,2,고졸,1,37,C
36,F,3,학사,0,36,A
33,F,3,석사,1,25,A
63,F,1,석사,1,53,A
48,F,2,고졸,1,27,X
48,F,1,박사,1,39,A
60,F,0,박사,0,42,A
62,M,1,석사,1,36,X
43,F,4,학사,1,28,A
52,F,2,학사,1,45,X
54,M,1,고졸,0,36,D
37,M,2,석사,0,23,C
57,F,3,학사,0,36,B
42,F,2,석사,1,33,X
49,M,4,석사,0,36,E
50,F,3,고졸,0,38,A
43,M,4,고졸,1,32,B
59,M,1,석사,0,54,D
61,M,0,고졸,0,49,B
37,M,3,석사,1,31,C
43,F,2,학사,1,36,A
38,M,3,석사,0,31,B
31,M,0,석사,0,24,B
47,M,3,고졸,1,41,C
56,M,2,학사,0,46,D
43,M,1,고졸,0,31,C
50,F,1,석사,0,37,B
56,F,3,석사,0,36,A
44,M,1,석사,0,37,C
56,F,3,학사,0,43,X
53,M,2,학사,1,33,B
34,M,1,석사,1,36,D
46,M,3,석사,1,37,D
42,M,3,석사,0,36,B
53,F,4,석사,0,41,X
36,F,3,학사,0,30,X
65,M,0,석사,1,46,A
36,M,1,석사,0,20,E
39,F,2,학사,0,29,B
51,F,2,고졸,0,47,A
54,M,3,고졸,1,44,B
38,F,1,석사,1,31,X
57,F,1,고졸,0,41,A
36,M,0,석사,1,31,C
49,M,3,고졸,0,43,E
45,M,4,석사,0,40,D
50,M,2,학사,1,39,D
43,F,3,석사,0,33,B
38,M,3,석사,0,34,A
46,F,3,석사,0,37,A
46,M,4,학사,0,34,C
43,F,1,석사,1,38,A
39,M,0,석사,0,32,D
39,M,3,고졸,1,34,D
41,F,2,석사,0,30,A
54,F,1,석사,0,49,A
34,M,1,석사,0,28,A
49,F,3,석사,1,37,A
50,M,1,석사,1,45,D
48,M,3,석사,1,42,C
55,F,4,석사,1,41,B
52,F,1,학사,1,43,X
46,M,5,고졸,0,41,C
49,F,3,석사,0,42,A
47,M,4,학사,1,33,D
53,M,3,석사,1,43,B
41,M,4,고졸,0,28,C
44,M,4,박사,1,27,D
51,F,2,석사,0,46,A
53,M,3,고졸,1,36,D
51,F,1,고졸,0,41,X
40,M,4,석사,1,36,C
55,M,2,학사,1,37,E
43,M,2,석사,1,38,D
46,M,5,고졸,1,37,B
47,M,1,고졸,1,41,E
36,F,4,고졸,0,28,A
54,F,1,석사,1,41,A
62,M,0,고졸,1,56,C
48,F,2,석사,1,36,A
55,F,1,석사,0,42,A
57,F,3,고졸,1,36,A
44,M,3,석사,1,27,B
54,F,2,고졸,1,36,B
41,F,4,석사,1,33,B
59,M,2,고졸,1,42,A
56,M,1,박사,1,46,C
39,F,1,석사,1,36,A
51,M,1,석사,1,39,E
45,M,4,고졸,1,36,D
39,M,2,석사,1,22,D
39,M,2,학사,1,19,A
55,M,3,석사,1,49,C
52,F,3,석사,0,38,A
37,M,4,석사,1,28,D
53,M,4,학사,0,45,C
56,M,2,석사,0,36,D
43,M,2,고졸,0,36,C
46,M,2,석사,0,36,D
38,M,1,고졸,1,23,D
38,M,2,학사,1,24,D
39,F,2,석사,0,35,X
35,F,2,석사,0,23,A
52,F,2,학사,0,40,A
44,F,3,고졸,0,36,A
43,F,2,석사,1,35,A
49,M,5,학사,1,37,D
44,M,3,학사,0,32,C
40,F,4,석사,1,32,B
51,M,2,석사,1,40,D
56,M,1,학사,1,45,D
26,M,0,고졸,0,13,A
39,F,0,고졸,0,27,A
40,F,3,고졸,0,34,A
45,F,4,석사,0,36,A
51,F,1,석사,0,36,B
53,F,2,고졸,0,40,A
53,M,2,석사,1,41,D
41,F,3,학사,0,36,X
26,F,0,석사,0,36,B
55,F,1,석사,1,45,A
40,M,3,고졸,1,27,C
57,F,2,박사,1,41,B
54,F,5,고졸,1,44,X
46,F,3,석사,1,37,A
38,M,2,석사,0,24,B
45,F,2,석사,1,25,A
48,F,2,석사,0,43,X
42,F,3,고졸,0,29,B
41,F,3,고졸,1,32,X
59,F,0,고졸,1,49,A
45,F,3,고졸,0,26,B
44,F,4,학사,1,37,A
53,F,1,고졸,1,48,A
54,M,1,고졸,1,42,D
41,M,3,석사,0,30,D
54,F,1,석사,0,45,A
50,M,3,석사,0,33,B
37,F,4,석사,0,31,X
41,M,4,고졸,0,28,C
31,M,1,석사,0,25,B
49,M,1,석사,0,40,C
48,F,1,석사,1,36,B
42,M,4,석사,1,28,C
52,F,1,석사,1,47,A
48,M,4,박사,0,28,D
39,M,3,고졸,0,26,C
53,M,4,고졸,0,49,C
36,F,4,석사,1,36,B
58,F,2,석사,1,39,A
44,M,4,석사,0,37,D
38,M,2,석사,0,30,C
26,F,0,고졸,1,18,A
52,F,3,석사,0,45,B
35,F,1,고졸,0,26,A
37,F,3,학사,1,27,A
41,M,2,학사,1,31,D
33,F,0,학사,0,15,X
60,F,0,고졸,0,55,B
50,F,4,석사,0,36,A
48,M,2,박사,0,43,A
46,F,4,석사,1,35,A
36,M,4,석사,0,36,D
45,F,3,학사,1,36,A
47,M,3,석사,0,32,D
48,M,2,학사,1,38,D
52,M,2,석사,1,37,D
59,M,0,학사,1,49,A
65,M,0,고졸,0,56,A
49,M,3,석사,1,37,D
37,M,2,고졸,1,31,D
51,M,4,고졸,0,36,B
39,M,2,고졸,0,28,C
42,F,1,학사,1,33,X
56,F,3,고졸,0,48,A
50,M,3,석사,0,45,C
59,M,0,석사,0,48,B
56,M,4,석사,0,36,D
42,M,3,고졸,1,36,D
56,F,3,석사,1,44,A
43,F,3,학사,1,36,B
41,F,2,석사,0,29,A
42,F,1,학사,1,36,A
54,F,2,석사,1,36,B
35,F,0,고졸,0,36,A
48,M,4,고졸,1,42,C
46,M,3,고졸,1,40,D
38,F,4,석사,1,30,A
39,M,4,석사,0,26,C
32,F,0,학사,0,24,A
64,F,0,석사,0,56,A
42,F,1,석사,1,36,A
47,M,3,석사,1,42,D
46,F,3,학사,0,42,A
34,M,3,학사,1,23,C
55,F,2,석사,1,36,X
55,M,2,학사,1,48,C
48,M,1,고졸,0,40,C
51,M,2,석사,1,32,C
58,M,1,석사,1,42,D
58,F,1,학사,1,49,A
43,M,1,석사,0,37,C
48,M,5,석사,1,35,D
51,M,4,고졸,1,41,D
33,M,3,석사,1,36,D
48,M,4,석사,1,33,D
40,F,3,고졸,0,36,A
39,F,3,학사,0,25,A
50,F,0,석사,0,46,A
44,F,3,고졸,1,36,X
33,F,4,학사,0,36,A
35,F,1,학사,0,25,A
50,F,3,석사,1,39,B
42,F,3,고졸,1,33,A
54,F,1,고졸,0,36,A
32,F,0,학사,1,36,X
47,M,3,학사,0,38,D
58,F,1,석사,0,46,B
47,F,4,학사,1,38,X
48,F,3,석사,0,43,A
36,M,3,석사,1,13,C
40,F,3,석사,0,31,A
57,M,3,석사,1,38,E
42,M,5,고졸,1,32,C
48,M,2,고졸,1,36,B
52,M,1,석사,1,44,E
48,F,3,학사,0,37,B
34,F,2,석사,1,29,A
59,F,1,석사,0,36,B
61,F,0,석사,1,53,A
51,F,2,학사,0,37,A
38,F,2,석사,0,31,X
38,F,1,석사,1,29,A
44,F,2,석사,0,31,A
56,M,2,박사,0,48,D
47,F,3,고졸,1,43,X
51,F,2,고졸,1,33,A
52,M,1,고졸,0,44,D
42,M,3,석사,1,37,B
49,F,2,고졸,1,35,X
48,F,3,석사,1,39,B
45,M,4,석사,0,35,B
55,F,1,석사,1,46,A
40,F,4,석사,0,22,A
45,M,4,학사,0,35,C
35,F,3,박사,1,30,A
50,M,4,석사,0,36,D
61,M,0,석사,1,56,C
47,F,1,석사,1,34,X
39,F,4,박사,1,27,A
33,F,1,석사,0,20,B
42,F,2,고졸,1,31,A
64,F,0,석사,0,36,A
58,M,4,학사,0,47,D
50,M,2,고졸,1,45,D
53,M,3,석사,0,45,E
48,F,4,학사,0,38,A
33,M,2,석사,1,20,B
51,F,3,고졸,1,31,X
35,F,1,고졸,1,28,A
40,M,4,박사,0,24,X
35,F,2,고졸,1,21,A
46,M,3,석사,1,37,B
49,M,3,석사,1,40,D
41,F,3,고졸,1,24,X
34,F,3,석사,1,29,B
51,M,2,석사,1,40,C
60,F,0,박사,1,41,X
40,M,3,고졸,1,28,C
30,M,0,고졸,1,21,A
36,M,3,학사,1,24,E
49,M,2,박사,1,31,B
54,F,2,석사,0,36,A
26,M,0,학사,0,13,B
42,F,3,석사,0,36,B
49,F,4,석사,1,34,A
43,M,3,석사,0,30,C
47,F,3,석사,1,41,B
43,F,4,석사,1,34,A
38,F,3,고졸,0,26,B
27,F,0,석사,1,17,A
35,F,2,석사,1,25,B
50,M,2,석사,1,43,E
46,M,3,석사,1,27,A
60,F,0,석사,1,51,A
50,M,2,학사,1,36,E
45,M,4,석사,1,36,D
40,M,3,석사,1,33,C
65,F,2,박사,0,53,A
40,F,2,석사,1,36,A
27,F,1,학사,1,20,A
51,F,3,고졸,0,46,X
51,M,1,석사,0,43,C
61,M,0,고졸,1,36,C
40,F,3,학사,0,33,A
26,M,0,고졸,0,21,C
57,M,2,석사,1,36,D
33,F,0,석사,0,26,A
54,F,3,학사,1,44,A
47,F,3,학사,1,35,A
47,F,4,석사,1,42,X
44,F,5,석사,0,28,A
36,M,1,석사,0,27,D
55,F,1,고졸,0,43,A
53,F,2,고졸,1,41,A
34,F,2,박사,0,13,A
49,M,3,학사,1,43,E
38,F,1,고졸,0,27,X
51,M,3,석사,1,46,D
63,M,2,고졸,1,51,D
56,M,2,석사,0,51,E
56,F,0,학사,1,38,A
42,F,1,박사,1,27,A
42,M,4,박사,1,27,D
30,F,0,학사,0,18,X
40,F,2,석사,0,36,A
39,F,2,고졸,0,26,B
42,M,3,석사,1,36,A
48,M,3,석사,1,43,B
45,M,3,고졸,1,36,C
36,M,0,석사,1,30,D
39,F,1,고졸,0,33,A
42,F,3,학사,0,36,A
54,M,1,학사,1,48,D
36,M,1,고졸,0,20,B
26,M,0,고졸,0,36,B
37,M,3,학사,0,28,B
49,F,0,석사,0,39,A
42,M,4,석사,0,35,C
42,M,1,석사,1,33,C
43,F,1,학사,0,36,A
58,M,1,학사,0,45,D
42,M,3,고졸,0,37,B
47,F,3,석사,1,36,A
51,M,1,고졸,1,36,D
50,M,2,석사,0,36,E
45,F,3,고졸,0,36,A
39,F,2,석사,1,26,B
45,F,3,고졸,1,40,A
46,F,4,학사,0,41,B
52,M,4,석사,1,33,B
53,F,1,고졸,0,36,A
28,F,0,석사,1,15,X
34,M,2,고졸,1,25,D
43,F,3,석사,1,30,A
51,F,3,고졸,0,38,B
35,F,4,박사,1,36,A
57,M,3,학사,1,45,D
46,F,2,석사,0,41,A
50,M,2,석사,1,36,D
55,M,2,박사,0,36,D
45,F,2,석사,1,40,A
45,F,3,학사,1,37,A
59,M,1,박사,0,49,C
42,M,4,석사,0,38,D
65,F,1,고졸,1,36,X
65,M,0,석사,0,49,B
68,M,1,석사,1,56,X
53,M,5,석사,0,36,E
46,F,3,박사,0,34,A
44,F,3,석사,1,27,X
32,F,0,석사,0,20,A
53,F,0,석사,0,40,A
45,F,3,석사,1,39,A
46,F,2,박사,1,33,A
57,M,3,석사,0,50,D
33,F,3,석사,1,15,X
44,M,4,석사,1,36,D
55,F,0,석사,0,49,A
56,F,2,석사,0,43,A
35,M,2,고졸,0,36,E
39,F,3,석사,1,32,A
36,M,2,학사,0,25,C
54,M,5,고졸,1,48,D
55,M,2,박사,1,36,C
28,F,0,석사,0,15,X
52,M,1,고졸,0,38,E
44,F,3,고졸,0,25,A
49,F,4,고졸,1,43,A
43,M,2,학사,1,24,D
41,M,5,석사,0,28,C
55,F,2,석사,0,43,A
50,F,1,석사,1,41,A
48,F,2,박사,1,34,B
52,M,5,박사,0,39,B
48,M,3,학사,1,36,E
39,F,1,석사,1,27,B
38,F,3,고졸,1,31,A
47,M,3,고졸,1,36,B
43,F,0,고졸,1,35,A
55,M,1,고졸,1,45,D
41,M,4,고졸,1,30,A
51,F,1,석사,1,44,X
52,F,5,고졸,0,36,A
55,M,2,박사,1,36,C
59,M,1,학사,0,47,E
48,F,4,고졸,1,43,B
44,F,3,고졸,1,34,A
53,M,4,고졸,1,46,D
43,M,3,박사,0,35,C
30,M,0,석사,1,23,B
49,F,2,석사,1,38,A
55,M,1,박사,1,49,C
32,M,1,고졸,1,18,B
48,F,1,석사,1,42,A
44,F,3,학사,1,31,A
38,F,1,박사,1,28,A
49,F,4,석사,1,38,B
53,M,3,석사,0,39,D
60,F,1,석사,0,36,X
38,M,1,석사,0,19,D
45,M,2,박사,1,38,E
38,F,2,고졸,1,36,A
65,F,0,고졸,1,53,X
56,M,2,박사,1,45,C
51,M,1,고졸,0,45,D
49,F,3,석사,0,36,B
46,M,2,고졸,1,35,C
52,M,3,석사,1,32,D
53,F,3,학사,1,43,A
49,F,4,학사,0,30,B
52,F,2,고졸,1,41,A
55,M,3,석사,0,45,B
45,F,3,석사,1,41,X
52,M,0,고졸,0,39,C
33,M,2,석사,1,21,E
34,M,2,고졸,1,21,E
47,F,2,석사,1,34,A
47,M,3,고졸,0,30,C
52,M,2,학사,1,36,D
52,M,3,학사,1,39,D
59,M,0,고졸,0,48,B
38,M,3,학사,0,26,D
60,M,1,석사,1,50,D
50,M,1,박사,1,39,E
60,M,1,석사,0,48,B
46,F,2,석사,0,40,A
40,M,3,석사,1,21,D
51,F,2,학사,1,25,A
52,F,3,학사,1,47,B
48,M,2,고졸,1,36,A
52,M,2,고졸,0,45,C
54,M,5,석사,1,38,C
52,M,1,고졸,0,41,D
43,F,3,석사,1,32,B
44,M,3,석사,1,25,D
47,F,4,학사,0,37,A
62,M,0,고졸,0,51,C
51,F,2,석사,0,32,X
55,M,2,학사,0,42,E
51,F,1,고졸,1,40,A
42,F,4,석사,1,36,B
50,F,0,고졸,1,36,A
45,M,4,학사,1,26,C
48,F,5,석사,1,40,A
47,M,3,석사,0,37,D
37,M,2,석사,0,36,D
47,M,5,석사,1,38,C
61,M,0,박사,0,56,C
26,F,0,고졸,0,36,B
55,F,4,석사,0,44,A
44,F,2,박사,0,25,B
32,M,1,고졸,0,36,C
47,M,3,고졸,1,40,D
59,M,2,고졸,1,50,B
45,F,3,석사,1,38,A
45,F,2,학사,1,36,A
40,M,2,석사,1,31,D
50,M,3,고졸,0,41,D
46,M,3,석사,0,35,D
29,M,0,고졸,1,13,B
52,M,2,학사,1,47,E
52,M,3,박사,1,36,D
46,M,3,석사,1,36,C
51,F,3,학사,1,36,B
51,F,5,고졸,0,36,A
60,M,1,석사,0,54,B
39,F,1,석사,0,26,A
66,F,0,고졸,1,54,A
37,F,1,석사,0,28,A
41,M,3,석사,1,29,C
41,F,5,고졸,0,32,B
44,M,5,박사,0,36,C
49,M,2,고졸,0,42,E
39,F,3,석사,0,30,A
51,F,3,학사,0,36,A
34,F,2,고졸,0,21,A
36,F,4,석사,1,24,A
52,F,3,고졸,1,43,X
43,M,1,고졸,1,23,C
53,M,0,고졸,0,44,E
53,F,3,석사,1,42,A
41,M,5,고졸,0,22,B
51,F,0,박사,1,46,X
62,M,2,석사,0,48,A
46,M,3,고졸,0,34,E
47,M,2,학사,1,37,B
45,M,3,학사,0,33,D
35,M,0,박사,0,18,C
37,M,2,석사,1,36,A
37,F,3,석사,0,31,A
46,F,5,석사,1,33,B
38,M,2,석사,1,36,C
55,M,1,석사,1,36,D
36,F,2,고졸,1,36,B
37,F,2,고졸,0,22,A
32,M,0,고졸,0,36,C
51,M,2,학사,1,33,D
40,F,2,고졸,0,30,X
49,M,1,석사,1,40,B
44,F,4,고졸,0,40,A
53,F,1,석사,0,44,A
45,F,3,고졸,1,37,A
49,M,4,학사,0,35,C
63,F,0,학사,0,44,A
47,M,2,석사,0,35,B
41,M,3,석사,1,32,E
44,F,5,석사,0,37,A
61,M,0,석사,1,36,X
46,F,3,석사,1,34,A
49,F,4,석사,0,42,A
44,F,3,고졸,1,31,A
54,F,0,박사,0,43,A
48,M,3,고졸,0,36,B
49,M,4,석사,0,33,D
49,F,1,고졸,1,39,A
44,F,3,석사,0,37,X
50,M,1,학사,1,33,D
39,F,2,박사,1,36,A
56,F,5,석사,0,37,B
38,M,1,석사,1,28,D
46,F,4,석사,1,38,X
56,F,4,석사,0,45,X
37,M,3,고졸,1,36,B
48,M,3,석사,1,37,D
39,F,3,고졸,0,36,A
42,M,2,석사,0,26,C
42,M,2,학사,1,28,C
37,F,3,석사,0,24,A
35,M,3,고졸,0,28,D
55,M,1,석사,0,46,D
36,M,2,학사,1,23,B
37,M,2,석사,1,27,C
42,M,5,고졸,1,36,C
54,M,1,고졸,1,36,C
56,F,2,석사,1,44,X
51,F,3,석사,1,46,A
41,F,3,박사,1,36,A
36,M,2,석사,1,17,C
43,M,1,학사,0,37,C
57,M,2,고졸,0,36,D
42,M,4,학사,0,36,B
35,M,3,박사,1,30,D
40,F,3,석사,1,28,X
56,F,1,석사,1,50,X
59,M,1,석사,1,48,C
41,F,3,석사,0,31,B
47,F,2,박사,0,37,A
54,F,3,고졸,1,41,A
36,F,1,고졸,0,36,A
46,M,1,석사,0,37,C
39,F,2,석사,1,36,B
54,F,2,고졸,1,47,X
42,M,4,석사,1,19,B
39,M,3,석사,1,29,B
43,F,3,고졸,1,31,A
42,F,4,고졸,1,36,A
53,F,3,석사,1,47,A
47,M,4,석사,1,33,C
54,F,2,석사,1,41,B
57,M,1,고졸,1,36,D
57,M,1,고졸,1,48,B
47,F,2,석사,1,28,B
63,F,1,고졸,1,56,A
48,F,5,석사,1,36,A
42,F,1,학사,1,35,A
39,M,1,학사,0,24,B
41,F,4,고졸,0,31,A
49,M,4,고졸,0,30,C
53,F,3,석사,1,35,A
47,M,3,고졸,0,42,D
50,F,3,박사,0,39,A
35,F,3,석사,0,22,A
44,F,4,석사,1,36,A
39,M,2,고졸,0,22,E
56,F,2,박사,1,51,A
47,M,4,석사,1,39,C
57,M,1,학사,0,48,B
38,F,1,박사,0,36,A
55,F,2,석사,1,46,A
37,F,3,고졸,1,30,X
50,F,1,박사,0,36,B
50,F,2,석사,0,44,A
43,M,3,고졸,0,34,D
64,M,1,석사,0,45,A
50,F,3,석사,0,41,A
43,M,4,석사,0,36,E
40,F,3,고졸,0,36,B
43,F,1,석사,0,36,A
43,M,2,석사,1,28,C
43,F,3,박사,1,29,A
45,M,4,고졸,0,34,D
54,F,3,학사,0,36,A
46,M,3,고졸,0,39,C
41,F,1,고졸,0,33,A
49,M,2,고졸,0,40,D
43,M,4,학사,1,32,B
36,M,1,석사,0,24,C
55,M,3,석사,0,43,E
49,F,1,박사,1,36,X
57,M,3,석사,0,48,B
38,F,0,고졸,0,30,A
49,M,3,박사,0,37,B
53,F,3,학사,1,46,B
55,F,1,석사,1,38,A
49,F,3,학사,1,37,X
43,F,4,석사,1,32,A
45,F,3,고졸,1,40,X
43,M,3,석사,1,32,D
42,F,3,고졸,1,33,A
40,F,4,석사,1,24,A
42,F,3,석사,1,37,A
52,F,1,석사,0,40,B
55,M,3,석사,1,36,B
52,F,1,고졸,1,44,A
53,F,4,석사,1,46,A
44,F,2,고졸,0,25,B
46,F,5,고졸,0,36,A
41,M,3,고졸,1,28,C
43,M,2,학사,0,37,E
41,F,4,석사,0,26,A
41,F,2,박사,1,33,B
48,M,4,고졸,1,36,D
47,M,1,고졸,1,29,B
45,F,2,석사,1,36,A
60,F,2,학사,1,41,A
36,M,3,고졸,0,31,D
45,F,3,고졸,1,35,A
48,F,5,석사,0,35,X
50,M,3,석사,1,38,E
48,M,2,석사,0,36,D
43,F,5,석사,0,38,A
42,F,3,고졸,0,36,A
27,M,1,석사,0,21,B
51,M,3,석사,1,42,E
29,F,2,석사,1,25,A
40,M,4,석사,1,25,C
56,F,2,고졸,1,41,B
51,F,1,고졸,0,33,A
45,F,3,고졸,1,39,X
40,F,2,학사,0,36,A
50,F,2,석사,0,36,X
42,F,2,석사,1,36,A
54,F,0,석사,1,36,A
50,F,1,석사,0,36,A
59,F,2,고졸,1,36,B
41,F,1,석사,1,32,B
52,M,3,학사,1,42,C
51,M,2,석사,1,36,C
59,M,1,박사,0,53,C
49,M,3,석사,1,37,E
59,F,0,박사,1,52,A
44,M,3,고졸,1,34,E
61,F,0,석사,0,56,B
51,F,1,고졸,1,43,A
43,F,2,학사,1,36,X
38,F,3,고졸,0,36,X
39,F,2,학사,1,29,B
37,M,2,고졸,0,29,C
53,F,1,고졸,1,44,B
34,F,2,고졸,0,24,A
49,F,5,석사,0,44,A
44,M,1,고졸,1,33,A
46,M,4,석사,0,35,D
50,M,4,석사,1,38,B
42,M,4,석사,0,33,D
37,M,3,석사,1,20,D
36,M,2,박사,1,30,C
43,F,5,석사,1,34,X
45,F,4,학사,1,36,A
38,F,3,석사,1,18,A
65,F,0,고졸,1,46,B
44,M,4,학사,1,31,D
44,M,3,석사,1,33,B
48,F,4,학사,1,36,A
63,F,2,석사,0,55,A
39,F,1,석사,1,30,X
40,F,5,학사,1,36,B
33,M,3,석사,1,36,C
50,M,4,학사,1,36,E
48,M,3,고졸,1,36,C
37,F,1,고졸,0,36,X
37,M,1,석사,1,21,D
49,M,3,고졸,1,29,C
47,F,4,석사,0,40,A
51,M,3,고졸,0,36,E
53,M,3,고졸,0,47,C
44,F,4,석사,0,30,B
65,M,0,석사,1,56,A
47,F,4,석사,0,39,A
57,M,2,고졸,1,38,C
47,M,2,고졸,0,27,B
43,F,3,석사,0,36,A
48,F,3,석사,0,36,X
48,M,5,고졸,1,40,D
36,F,2,고졸,0,26,X
63,M,2,고졸,1,36,B
42,M,4,고졸,1,27,C
51,F,2,석사,1,36,A
52,F,2,고졸,0,42,A
60,F,0,학사,0,55,A
36,M,2,학사,0,36,D
52,F,1,석사,0,35,X
51,F,2,석사,0,44,A
36,F,4,학사,1,18,X
58,M,3,고졸,0,51,D
49,M,3,고졸,0,40,C
53,M,3,고졸,1,43,C
41,M,3,석사,1,26,D
51,M,2,석사,0,41,B
61,F,1,석사,0,52,A
61,M,0,석사,0,54,C
44,M,4,석사,1,24,C
53,M,2,고졸,1,36,E
35,M,1,석사,1,25,B
44,F,3,석사,1,40,A
38,F,3,고졸,1,29,X
59,M,1,박사,0,49,D
45,F,0,고졸,0,40,X
33,F,2,박사,0,36,A
47,F,1,박사,1,36,B
54,M,1,석사,1,46,D
42,M,3,고졸,0,37,C
38,M,3,석사,0,19,B
48,F,4,학사,0,42,A
44,F,2,석사,1,39,X
47,M,2,석사,1,42,B
38,F,2,석사,1,18,A
37,F,1,고졸,0,36,X
36,F,1,고졸,0,22,X
41,F,3,고졸,1,31,A
38,M,0,석사,1,33,C
45,F,1,석사,1,40,A
53,M,2,석사,1,47,C
62,F,0,석사,0,45,X
38,F,2,학사,0,33,A
35,F,3,석사,1,36,B
38,M,1,고졸,0,19,B
60,F,0,석사,1,50,A
56,F,1,석사,1,50,A
46,F,3,석사,1,39,B
35,F,4,고졸,1,24,A
35,M,3,석사,0,17,B
59,M,0,석사,0,53,C
32,M,3,석사,1,18,B
59,M,0,고졸,1,48,C
58,F,1,고졸,1,46,A
40,M,3,석사,0,27,B
37,F,4,석사,1,31,A
51,F,2,석사,0,32,X
63,M,1,석사,1,53,B
63,M,0,박사,0,54,A
34,M,0,고졸,1,13,B
53,F,1,학사,0,45,A
43,M,3,박사,0,35,B
55,M,3,석사,0,36,E
42,F,1,고졸,1,36,A
34,F,2,석사,0,36,A
52,F,2,석사,1,43,A
34,M,3,학사,1,28,D
37,M,3,고졸,0,24,D
47,F,3,석사,1,31,B
56,F,3,석사,0,36,A
44,F,3,고졸,0,36,X
48,M,3,고졸,0,44,C
49,M,2,석사,1,39,D
38,F,2,석사,0,27,X
45,F,4,석사,0,34,B
53,F,1,석사,1,32,A
41,M,3,석사,1,31,C
45,M,2,석사,1,34,B
56,M,2,석사,1,49,B
45,F,3,고졸,1,34,X
39,F,1,학사,1,22,A
52,F,4,석사,1,42,X
46,F,4,석사,1,28,A
47,F,2,학사,0,40,A
44,M,2,석사,0,33,E
48,M,2,고졸,0,36,D
41,M,4,고졸,1,29,D
38,F,3,박사,0,32,X
39,M,1,석사,1,35,B
32,M,1,고졸,0,26,D
54,M,2,석사,0,45,C
37,M,2,학사,1,17,D
44,M,3,석사,0,29,B
50,M,3,석사,0,44,C
39,M,1,석사,1,30,A
55,M,1,학사,0,43,D
62,M,2,석사,0,56,C
41,M,3,석사,0,37,D
48,F,2,석사,0,29,X
44,M,5,고졸,0,37,D
58,M,3,석사,1,54,D
54,F,2,학사,0,49,B
44,M,4,석사,0,25,C
63,M,2,석사,1,49,C
43,M,1,학사,1,36,C
36,F,2,석사,1,24,A
56,F,1,석사,0,50,A
61,F,1,박사,1,47,B
51,M,2,석사,0,40,C
48,M,4,학사,0,36,D
