LOCATION,SUBJECT,TIME,Value
NZL,BEEF,2019,13.16858556
NZL,BEEF,2020,13.02915005
NZL,BEEF,2021,12.88735638
NZL,BEEF,2022,12.74775586
NZL,BEEF,2023,12.61187124
NZL,BEEF,2024,12.53441429
NZL,BEEF,2025,12.46419501
NZL,BEEF,2026,12.39471035
NZL,PIG,1990,10.97384162
NZL,PIG,1991,10.5557024
NZL,PIG,1992,10.96960484
NZL,PIG,1993,11.59412095
NZL,PIG,1994,13.05370238
NZL,PIG,1995,12.4248769
NZL,PIG,1996,12.5081446
NZL,PIG,1997,11.86092117
NZL,PIG,1998,12.50859969
NZL,PIG,1999,13.39030226
NZL,PIG,2000,13.38470036
NZL,PIG,2001,12.55154805
NZL,PIG,2002,12.96374884
NZL,PIG,2003,13.79008531
NZL,PIG,2004,14.85298084
NZL,PIG,2005,15.04085517
NZL,PIG,2006,16.00525519
NZL,PIG,2007,16.06407797
NZL,PIG,2008,16.03920819
NZL,PIG,2009,15.89183606
NZL,PIG,2010,14.81343136
NZL,PIG,2011,15.77971353
NZL,PIG,2012,16.22769221
NZL,PIG,2013,16.08879578
NZL,PIG,2014,16.63032497
NZL,PIG,2015,18.12811484
NZL,PIG,2016,17.81127405
NZL,PIG,2017,18.05748952
NZL,PIG,2018,17.96422048
NZL,PIG,2019,18.05755175
NZL,PIG,2020,18.14294973
NZL,PIG,2021,18.22511623
NZL,PIG,2022,18.30680061
NZL,PIG,2023,18.40152685
NZL,PIG,2024,18.4861679
NZL,PIG,2025,18.57361549
NZL,PIG,2026,18.66225332
NZL,POULTRY,1990,14.58234119
NZL,POULTRY,1991,14.8897317
NZL,POULTRY,1992,15.29991307
NZL,POULTRY,1993,16.83843369
NZL,POULTRY,1994,18.30408141
NZL,POULTRY,1995,22.2681078
NZL,POULTRY,1996,21.56126925
NZL,POULTRY,1997,20.90224626
NZL,POULTRY,1998,22.65650606
NZL,POULTRY,1999,23.1964065
NZL,POULTRY,2000,24.55944862
NZL,POULTRY,2001,26.46567596
NZL,POULTRY,2002,28.7128906
NZL,POULTRY,2003,31.09221982
NZL,POULTRY,2004,32.26286298
NZL,POULTRY,2005,33.83356982
NZL,POULTRY,2006,32.12170054
NZL,POULTRY,2007,30.41545611
NZL,POULTRY,2008,30.20675936
NZL,POULTRY,2009,28.50831596
NZL,POULTRY,2010,29.04457013
NZL,POULTRY,2011,29.9549221
NZL,POULTRY,2012,33.02694828
NZL,POULTRY,2013,32.78964545
NZL,POULTRY,2014,34.3353386
NZL,POULTRY,2015,34.76432919
NZL,POULTRY,2016,38.3689819
NZL,POULTRY,2017,37.86065011
NZL,POULTRY,2018,38.17957751
NZL,POULTRY,2019,38.38672015
NZL,POULTRY,2020,38.56208415
NZL,POULTRY,2021,38.65112725
NZL,POULTRY,2022,38.79186421
NZL,POULTRY,2023,38.78956918
NZL,POULTRY,2024,38.87357658
NZL,POULTRY,2025,38.80707517
NZL,POULTRY,2026,38.66929125
NZL,SHEEP,1990,27.83089717
NZL,SHEEP,1991,29.7755539
NZL,SHEEP,1992,29.92182262
NZL,SHEEP,1993,21.45196727
NZL,SHEEP,1994,38.563883
NZL,SHEEP,1995,30.02819105
NZL,SHEEP,1996,15.18736954
NZL,SHEEP,1997,26.15878762
NZL,SHEEP,1998,26.38774688
NZL,SHEEP,1999,22.73424315
NZL,SHEEP,2000,25.4886474
NZL,SHEEP,2001,27.06762289
NZL,SHEEP,2002,20.61501063
NZL,SHEEP,2003,24.34685078
NZL,SHEEP,2004,13.73686423
NZL,SHEEP,2005,21.0468505
NZL,SHEEP,2006,19.37185505
NZL,SHEEP,2007,18.53305992
NZL,SHEEP,2008,17.66486822
NZL,SHEEP,2009,4.920556417
NZL,SHEEP,2010,2.6635818
NZL,SHEEP,2011,7.773084727
NZL,SHEEP,2012,7.559891169
NZL,SHEEP,2013,2.439047007
NZL,SHEEP,2014,4.583594653
NZL,SHEEP,2015,3.947113811
NZL,SHEEP,2016,0.888752395
NZL,SHEEP,2017,3.245971867
NZL,SHEEP,2018,5.530049104
NZL,SHEEP,2019,4.04216059
NZL,SHEEP,2020,3.983811059
NZL,SHEEP,2021,4.405079125
NZL,SHEEP,2022,4.33482363
NZL,SHEEP,2023,4.281436027
NZL,SHEEP,2024,4.232007215
NZL,SHEEP,2025,4.184089378
NZL,SHEEP,2026,4.140064902
TUR,BEEF,1990,4.952346169
TUR,BEEF,1991,4.755096157
TUR,BEEF,1992,4.239297789
TUR,BEEF,1993,4.122915067
TUR,BEEF,1994,3.778938519
TUR,BEEF,1995,3.70798697
TUR,BEEF,1996,3.803100646
TUR,BEEF,1997,4.462356422
TUR,BEEF,1998,4.153566549
TUR,BEEF,1999,3.989044495
TUR,BEEF,2000,3.973740737
TUR,BEEF,2001,3.620913988
TUR,BEEF,2002,3.536234581
TUR,BEEF,2003,3.189518881
TUR,BEEF,2004,3.929909057
TUR,BEEF,2005,3.373090314
TUR,BEEF,2006,3.525230872
TUR,BEEF,2007,4.350109594
TUR,BEEF,2008,3.731642452
TUR,BEEF,2009,3.163006686
TUR,BEEF,2010,6.059984163
TUR,BEEF,2011,5.979569351
TUR,BEEF,2012,7.332076673
TUR,BEEF,2013,7.787610248
TUR,BEEF,2014,8.117508187
TUR,BEEF,2015,8.462378138
TUR,BEEF,2016,8.307999065
TUR,BEEF,2017,8.343658852
TUR,BEEF,2018,8.37278904
TUR,BEEF,2019,8.40553927
TUR,BEEF,2020,8.464527649
TUR,BEEF,2021,8.54118418
TUR,BEEF,2022,8.614207376
TUR,BEEF,2023,8.661660425
TUR,BEEF,2024,8.700510158
TUR,BEEF,2025,8.751336114
TUR,BEEF,2026,8.821214117
TUR,PIG,1990,0.101121205
TUR,PIG,1991,0.028410379
TUR,PIG,1992,0.027951414
TUR,PIG,1993,0.027509613
TUR,PIG,1994,0.02707921
TUR,PIG,1995,0.079969489
TUR,PIG,1996,0.01311994
TUR,PIG,1997,0.012915169
TUR,PIG,1998,0.050859999
TUR,PIG,1999,0.050083778
TUR,PIG,2000,0.037001804
TUR,PIG,2001,0.012152809
TUR,PIG,2002,0.011976826
TUR,PIG,2003,0.047229705
TUR,PIG,2004,0.058231935
TUR,PIG,2005,0.022988296
TUR,PIG,2006,0.011352932
TUR,PIG,2007,1.01E-06
TUR,PIG,2008,9.98E-07
TUR,PIG,2009,9.85E-07
TUR,PIG,2010,9.71E-07
TUR,PIG,2011,9.55E-07
TUR,PIG,2012,0.010420954
TUR,PIG,2013,0.010233046
TUR,PIG,2014,0.030184283
TUR,PIG,2015,0.079322878
TUR,PIG,2016,0.088166521
TUR,PIG,2017,0.0872944
TUR,PIG,2018,0.08657447
TUR,PIG,2019,0.085940407
TUR,PIG,2020,0.085343547
TUR,PIG,2021,0.084776947
TUR,PIG,2022,0.084247555
TUR,PIG,2023,0.083738916
TUR,PIG,2024,0.083234478
TUR,PIG,2025,0.082722684
TUR,PIG,2026,0.082195775
TUR,POULTRY,1990,6.747340151
TUR,POULTRY,1991,6.650942614
TUR,POULTRY,1992,6.953451758
TUR,POULTRY,1993,7.122873626
TUR,POULTRY,1994,7.286390596
TUR,POULTRY,1995,7.533535923
TUR,POULTRY,1996,6.305645157
TUR,POULTRY,1997,6.921205879
TUR,POULTRY,1998,7.143873644
TUR,POULTRY,1999,8.546347239
TUR,POULTRY,2000,9.156207068
TUR,POULTRY,2001,8.349914907
TUR,POULTRY,2002,9.337010526
TUR,POULTRY,2003,11.46955228
TUR,POULTRY,2004,11.36567923
TUR,POULTRY,2005,11.74878744
TUR,POULTRY,2006,11.42512479
TUR,POULTRY,2007,13.03882056
TUR,POULTRY,2008,12.78510535
TUR,POULTRY,2009,14.73225794
TUR,POULTRY,2010,16.00322609
TUR,POULTRY,2011,16.57847845
TUR,POULTRY,2012,16.76544529
TUR,POULTRY,2013,16.13987472
TUR,POULTRY,2014,16.93622048
TUR,POULTRY,2015,17.54052554
TUR,POULTRY,2016,17.77195918
TUR,POULTRY,2017,17.86442987
TUR,POULTRY,2018,17.79747717
TUR,POULTRY,2019,17.85222939
TUR,POULTRY,2020,17.89486538
TUR,POULTRY,2021,17.92646114
TUR,POULTRY,2022,17.99809108
TUR,POULTRY,2023,18.11002207
TUR,POULTRY,2024,18.21267876
TUR,POULTRY,2025,18.34562872
TUR,POULTRY,2026,18.45658888
TUR,SHEEP,1990,5.916146075
TUR,SHEEP,1991,5.817571492
TUR,SHEEP,1992,5.676287149
TUR,SHEEP,1993,5.571049307
TUR,SHEEP,1994,4.964521895
TUR,SHEEP,1995,6.135095123
TUR,SHEEP,1996,5.402724137
TUR,SHEEP,1997,5.478680865
TUR,SHEEP,1998,5.336387541
TUR,SHEEP,1999,5.184313119
TUR,SHEEP,2000,5.1903727
TUR,SHEEP,2001,4.798801671
TUR,SHEEP,2002,4.486088994
TUR,SHEEP,2003,4.156214067
TUR,SHEEP,2004,4.178365313
TUR,SHEEP,2005,4.084843316
TUR,SHEEP,2006,4.034657299
TUR,SHEEP,2007,4.088872854
TUR,SHEEP,2008,4.015673751
TUR,SHEEP,2009,3.704675089
TUR,SHEEP,2010,3.346682262
TUR,SHEEP,2011,3.54312608
TUR,SHEEP,2012,3.785745711
TUR,SHEEP,2013,4.063831116
TUR,SHEEP,2014,4.09783887
TUR,SHEEP,2015,4.105467393
TUR,SHEEP,2016,4.078266752
TUR,SHEEP,2017,4.091713768
TUR,SHEEP,2018,4.09875737
TUR,SHEEP,2019,4.112113842
TUR,SHEEP,2020,4.1291048
TUR,SHEEP,2021,4.145136012
TUR,SHEEP,2022,4.164936506
TUR,SHEEP,2023,4.19246155
TUR,SHEEP,2024,4.219607242
TUR,SHEEP,2025,4.251596939
TUR,SHEEP,2026,4.282889575
USA,BEEF,1990,30.58439501
USA,BEEF,1991,30.36112154
USA,BEEF,1992,30.25143052
USA,BEEF,1993,29.60549367
USA,BEEF,1994,30.64673982
USA,BEEF,1995,30.82671092
USA,BEEF,1996,30.91811042
USA,BEEF,1997,30.25044693
USA,BEEF,1998,30.67977792
USA,BEEF,1999,31.03156304
USA,BEEF,2000,31.13144558
USA,BEEF,2001,30.46864557
USA,BEEF,2002,31.13777007
USA,BEEF,2003,29.89333244
USA,BEEF,2004,30.46049842
USA,BEEF,2005,30.19648661
USA,BEEF,2006,30.33667204
USA,BEEF,2007,30.05972705
USA,BEEF,2008,28.8712793
USA,BEEF,2009,28.19983952
USA,BEEF,2010,27.56187572
USA,BEEF,2011,26.45223905
USA,BEEF,2012,26.27146035
USA,BEEF,2013,25.76733873
USA,BEEF,2014,24.8176457
USA,BEEF,2015,24.8114225
USA,BEEF,2016,25.6224474
USA,BEEF,2017,25.82328565
USA,BEEF,2018,26.28019261
USA,BEEF,2019,26.21618398
USA,BEEF,2020,26.13342596
USA,BEEF,2021,25.98248224
USA,BEEF,2022,25.86457498
USA,BEEF,2023,25.88189338
USA,BEEF,2024,25.83013948
USA,BEEF,2025,25.84284268
USA,BEEF,2026,25.85086367
USA,PIG,1990,22.4309574
USA,PIG,1991,22.72093271
USA,PIG,1992,23.97408465
USA,PIG,1993,23.65552195
USA,PIG,1994,23.95713077
USA,PIG,1995,23.60848675
USA,PIG,1996,22.0500274
USA,PIG,1997,21.80903274
USA,PIG,1998,23.44010639
USA,PIG,1999,23.97294821
USA,PIG,2000,23.31579618
USA,PIG,2001,22.89224038
USA,PIG,2002,23.48332926
USA,PIG,2003,23.62893972
USA,PIG,2004,23.42757578
USA,PIG,2005,22.83578285
USA,PIG,2006,22.55211583
USA,PIG,2007,23.18407226
USA,PIG,2008,22.58028251
USA,PIG,2009,22.84507242
USA,PIG,2010,21.79038203
USA,PIG,2011,20.80635586
USA,PIG,2012,20.83481996
USA,PIG,2013,21.35850236
USA,PIG,2014,21.12080746
USA,PIG,2015,22.64389419
USA,PIG,2016,22.75840827
USA,PIG,2017,23.56982762
USA,PIG,2018,23.23261121
USA,PIG,2019,23.37180842
USA,PIG,2020,23.4780768
USA,PIG,2021,23.65995271
USA,PIG,2022,23.57487815
USA,PIG,2023,23.61788934
USA,PIG,2024,23.63518763
USA,PIG,2025,23.67995973
USA,PIG,2026,23.61563753
USA,POULTRY,1990,34.97056713
USA,POULTRY,1991,36.40592063
USA,POULTRY,1992,37.80231016
USA,POULTRY,1993,38.45185546
USA,POULTRY,1994,39.04276613
USA,POULTRY,1995,38.89149253
USA,POULTRY,1996,39.63871186
USA,POULTRY,1997,39.87772523
USA,POULTRY,1998,40.18279567
USA,POULTRY,1999,42.61870431
USA,POULTRY,2000,43.04634259
USA,POULTRY,2001,43.04942831
USA,POULTRY,2002,45.07455251
USA,POULTRY,2003,45.44545679
USA,POULTRY,2004,46.42405146
USA,POULTRY,2005,47.10448852
USA,POULTRY,2006,47.35279554
USA,POULTRY,2007,46.60698846
USA,POULTRY,2008,46.4602345
USA,POULTRY,2009,44.38913405
USA,POULTRY,2010,45.40926905
USA,POULTRY,2011,46.39951319
USA,POULTRY,2012,44.41506322
USA,POULTRY,2013,44.2275512
USA,POULTRY,2014,44.9407208
USA,POULTRY,2015,47.65027355
USA,POULTRY,2016,48.30057642
USA,POULTRY,2017,48.82848839
USA,POULTRY,2018,47.75633318
USA,POULTRY,2019,47.85490399
USA,POULTRY,2020,48.0963113
USA,POULTRY,2021,48.25428914
USA,POULTRY,2022,48.36538376
USA,POULTRY,2023,48.44445333
USA,POULTRY,2024,48.47757381
USA,POULTRY,2025,48.4664349
USA,POULTRY,2026,48.26007182
USA,SHEEP,1990,0.626729648
USA,SHEEP,1991,0.620546584
USA,SHEEP,1992,0.600503433
USA,SHEEP,1993,0.583741361
USA,SHEEP,1994,0.52301601
USA,SHEEP,1995,0.521671269
USA,SHEEP,1996,0.494724777
USA,SHEEP,1997,0.487098617
USA,SHEEP,1998,0.519978664
USA,SHEEP,1999,0.510847964
USA,SHEEP,2000,0.499488832
USA,SHEEP,2001,0.513972995
USA,SHEEP,2002,0.527195841
USA,SHEEP,2003,0.503400709
USA,SHEEP,2004,0.485471053
USA,SHEEP,2005,0.473107147
USA,SHEEP,2006,0.468799888
USA,SHEEP,2007,0.502829357
USA,SHEEP,2008,0.4418042
USA,SHEEP,2009,0.43134088
USA,SHEEP,2010,0.404473802
USA,SHEEP,2011,0.374669357
USA,SHEEP,2012,0.3795509
USA,SHEEP,2013,0.383571245
USA,SHEEP,2014,0.408284037
USA,SHEEP,2015,0.417358254
USA,SHEEP,2016,0.415569994
USA,SHEEP,2017,0.378633236
USA,SHEEP,2018,0.375104094
USA,SHEEP,2019,0.375710645
USA,SHEEP,2020,0.374457854
USA,SHEEP,2021,0.37353906
USA,SHEEP,2022,0.37213132
USA,SHEEP,2023,0.370691266
USA,SHEEP,2024,0.36956541
USA,SHEEP,2025,0.368721944
USA,SHEEP,2026,0.368678693
DZA,BEEF,1990,2.809470075
DZA,BEEF,1991,2.952443071
DZA,BEEF,1992,3.013143043
DZA,BEEF,1993,3.123877581
DZA,BEEF,1994,3.405964528
DZA,BEEF,1995,3.269409742
DZA,BEEF,1996,3.046392201
DZA,BEEF,1997,2.669992893
DZA,BEEF,1998,2.907352371
DZA,BEEF,1999,3.185277517
DZA,BEEF,2000,3.254909783
DZA,BEEF,2001,2.437455524
DZA,BEEF,2002,3.216590982
DZA,BEEF,2003,3.69502721
DZA,BEEF,2004,4.692658306
DZA,BEEF,2005,4.713253531
DZA,BEEF,2006,4.106748193
DZA,BEEF,2007,4.024870724
DZA,BEEF,2008,3.88095048
DZA,BEEF,2009,4.172105422
DZA,BEEF,2010,3.884986636
DZA,BEEF,2011,3.58415813
DZA,BEEF,2012,4.206794815
DZA,BEEF,2013,4.087870625
DZA,BEEF,2014,4.207084082
DZA,BEEF,2015,3.917661544
DZA,BEEF,2016,3.762140581
DZA,BEEF,2017,3.893550022
DZA,BEEF,2018,3.862273942
DZA,BEEF,2019,3.851887536
DZA,BEEF,2020,3.867195508
DZA,BEEF,2021,3.912851752
DZA,BEEF,2022,3.970144247
DZA,BEEF,2023,4.018796992
DZA,BEEF,2024,4.076443588
DZA,BEEF,2025,4.122443418
DZA,BEEF,2026,4.162196237
DZA,PIG,1990,0.090304395
DZA,PIG,1991,0.088121388
DZA,PIG,1992,0.086089801
DZA,PIG,1993,0.084215133
DZA,PIG,1994,0.082504731
DZA,PIG,1995,0.080956813
DZA,PIG,1996,0.079559796
DZA,PIG,1997,0.078293025
DZA,PIG,1998,0.077133838
DZA,PIG,1999,0.076056626
DZA,PIG,2000,0.075039299
DZA,PIG,2001,0.074073324
DZA,PIG,2002,0.073146967
DZA,PIG,2003,0.072233615
DZA,PIG,2004,0.071304029
DZA,PIG,2005,0.070338095
DZA,PIG,2006,0.06933471
DZA,PIG,2007,0.068297299
DZA,PIG,2008,0.067220016
DZA,PIG,2009,0.066098353
DZA,PIG,2010,0.064934777
DZA,PIG,2011,0.063730471
DZA,PIG,2012,0.062500952
DZA,PIG,2013,0.061278778
DZA,PIG,2014,0.060101201
DZA,PIG,2015,0.058991815
DZA,PIG,2016,0.057955293
DZA,PIG,2017,0.056984567
DZA,PIG,2018,0.056074847
DZA,PIG,2019,0.055218229
DZA,PIG,2020,0.054408773
DZA,PIG,2021,0.053645289
DZA,PIG,2022,0.052927849
DZA,PIG,2023,0.052253324
DZA,PIG,2024,0.0516183
DZA,PIG,2025,0.05101954
DZA,PIG,2026,0.050454729
DZA,POULTRY,1990,6.282716047
DZA,POULTRY,1991,6.263397087
DZA,POULTRY,1992,6.248500787
DZA,POULTRY,1993,6.270788362
DZA,POULTRY,1994,6.267538866
DZA,POULTRY,1995,6.149950007
DZA,POULTRY,1996,6.432783532
DZA,POULTRY,1997,6.477576744
DZA,POULTRY,1998,7.193884144
DZA,POULTRY,1999,6.75018811
DZA,POULTRY,2000,6.913877332
DZA,POULTRY,2001,6.769162199
DZA,POULTRY,2002,6.767032224
DZA,POULTRY,2003,7.035677541
DZA,POULTRY,2004,7.213286195
DZA,POULTRY,2005,7.194925798
DZA,POULTRY,2006,6.831543026
DZA,POULTRY,2007,6.857749277
DZA,POULTRY,2008,6.774858335
DZA,POULTRY,2009,6.736382539
DZA,POULTRY,2010,6.764316731
DZA,POULTRY,2011,6.686797143
DZA,POULTRY,2012,6.863352353
DZA,POULTRY,2013,6.706098076
DZA,POULTRY,2014,6.509422404
DZA,POULTRY,2015,6.389267322
DZA,POULTRY,2016,6.320594314
DZA,POULTRY,2017,6.298612431
DZA,POULTRY,2018,6.281002829
DZA,POULTRY,2019,6.272146893
DZA,POULTRY,2020,6.268078597
DZA,POULTRY,2021,6.283353209
DZA,POULTRY,2022,6.297584524
DZA,POULTRY,2023,6.315633746
DZA,POULTRY,2024,6.334941688
DZA,POULTRY,2025,6.358787026
DZA,POULTRY,2026,6.385808877
DZA,SHEEP,1990,5.026172838
DZA,SHEEP,1991,5.07036907
DZA,SHEEP,1992,5.341982538
DZA,SHEEP,1993,5.637375396
DZA,SHEEP,1994,5.522880783
DZA,SHEEP,1995,5.480153472
DZA,SHEEP,1996,5.71470537
DZA,SHEEP,1997,5.270391987
DZA,SHEEP,1998,5.279382718
DZA,SHEEP,1999,5.091243575
DZA,SHEEP,2000,5.136023161
DZA,SHEEP,2001,4.958480952
DZA,SHEEP,2002,4.951486993
DZA,SHEEP,2003,4.889660067
DZA,SHEEP,2004,5.255777302
DZA,SHEEP,2005,5.449098215
DZA,SHEEP,2006,5.397440483
DZA,SHEEP,2007,5.368050932
DZA,SHEEP,2008,5.005305785
DZA,SHEEP,2009,5.26979003
DZA,SHEEP,2010,5.421221351
DZA,SHEEP,2011,6.47109401
DZA,SHEEP,2012,6.62830604
DZA,SHEEP,2013,6.936548182
DZA,SHEEP,2014,7.074476432
DZA,SHEEP,2015,7.077000957
DZA,SHEEP,2016,7.06162951
DZA,SHEEP,2017,7.077428347
DZA,SHEEP,2018,7.120732663
DZA,SHEEP,2019,7.164316602
DZA,SHEEP,2020,7.199369036
DZA,SHEEP,2021,7.258027253
DZA,SHEEP,2022,7.312858326
DZA,SHEEP,2023,7.366944411
DZA,SHEEP,2024,7.427706962
DZA,SHEEP,2025,7.49192096
DZA,SHEEP,2026,7.558204618
ARG,BEEF,1990,55.36999072
ARG,BEEF,1991,51.63797768
ARG,BEEF,1992,50.78917939
ARG,BEEF,1993,51.46467207
ARG,BEEF,1994,48.37523251
ARG,BEEF,1995,43.48519829
ARG,BEEF,1996,44.00235033
ARG,BEEF,1997,44.63931357
ARG,BEEF,1998,41.42853258
ARG,BEEF,1999,45.53407924
ARG,BEEF,2000,45.05369243
ARG,BEEF,2001,43.75813164
ARG,BEEF,2002,40.28253863
ARG,BEEF,2003,41.6215467
ARG,BEEF,2004,43.50156953
ARG,BEEF,2005,42.64426141
ARG,BEEF,2006,43.78960127
ARG,BEEF,2007,47.07611365
ARG,BEEF,2008,46.91663151
ARG,BEEF,2009,46.7028275
ARG,BEEF,2010,39.44868474
ARG,BEEF,2011,37.86224431
ARG,BEEF,2012,40.22542902
ARG,BEEF,2013,43.22795756
ARG,BEEF,2014,40.35430784
ARG,BEEF,2015,40.76955083
ARG,BEEF,2016,38.58620457
ARG,BEEF,2017,41.244275
ARG,BEEF,2018,40.85387359
ARG,BEEF,2019,40.10617267
ARG,BEEF,2020,39.74390916
ARG,BEEF,2021,39.4386306
ARG,BEEF,2022,38.44284667
ARG,BEEF,2023,38.01696041
ARG,BEEF,2024,37.57422929
ARG,BEEF,2025,37.67160151
ARG,BEEF,2026,37.69067792
ARG,PIG,1990,3.661262815
ARG,PIG,1991,3.599019941
ARG,PIG,1992,4.469863438
ARG,PIG,1993,4.830725722
ARG,PIG,1994,4.814912064
ARG,PIG,1995,5.06172371
ARG,PIG,1996,4.864583345
ARG,PIG,1997,4.723451619
ARG,PIG,1998,5.44770981
ARG,PIG,1999,6.117993605
ARG,PIG,2000,5.958885518
ARG,PIG,2001,4.757596933
ARG,PIG,2002,4.420167908
ARG,PIG,2003,3.928497062
ARG,PIG,2004,4.228506771
ARG,PIG,2005,4.794214997
ARG,PIG,2006,5.889817044
ARG,PIG,2007,6.001467654
ARG,PIG,2008,5.888284492
ARG,PIG,2009,6.365489968
ARG,PIG,2010,6.275004837
ARG,PIG,2011,6.528702876
ARG,PIG,2012,6.581649263
ARG,PIG,2013,7.815750247
ARG,PIG,2014,7.962458468
ARG,PIG,2015,8.504907711
ARG,PIG,2016,8.794898536
ARG,PIG,2017,8.809039067
ARG,PIG,2018,8.831720098
ARG,PIG,2019,8.918540685
ARG,PIG,2020,8.975527448
ARG,PIG,2021,9.005719486
ARG,PIG,2022,9.037023969
ARG,PIG,2023,9.091223847
ARG,PIG,2024,9.142391253
ARG,PIG,2025,9.174332472
ARG,PIG,2026,9.217468736
ARG,POULTRY,1990,9.082919693
ARG,POULTRY,1991,10.41983592
ARG,POULTRY,1992,15.32508443
ARG,POULTRY,1993,18.41991208
ARG,POULTRY,1994,18.50227128
ARG,POULTRY,1995,20.19821106
ARG,POULTRY,1996,19.13274266
ARG,POULTRY,1997,19.92997872
ARG,POULTRY,1998,23.18452576
ARG,POULTRY,1999,23.04157588
ARG,POULTRY,2000,22.15319926
ARG,POULTRY,2001,15.51046249
ARG,POULTRY,2002,16.20544464
ARG,POULTRY,2003,18.97829718
ARG,POULTRY,2004,21.23616603
ARG,POULTRY,2005,24.31881387
ARG,POULTRY,2006,25.32238775
ARG,POULTRY,2007,27.61779731
ARG,POULTRY,2008,29.17852581
ARG,POULTRY,2009,30.162789
ARG,POULTRY,2010,33.74419979
ARG,POULTRY,2011,34.81059937
ARG,POULTRY,2012,33.00959748
ARG,POULTRY,2013,32.43826562
ARG,POULTRY,2014,33.1936799
ARG,POULTRY,2015,37.85580014
ARG,POULTRY,2016,37.50930506
ARG,POULTRY,2017,37.50802565
ARG,POULTRY,2018,37.49890377
ARG,POULTRY,2019,37.53998306
ARG,POULTRY,2020,37.74668351
ARG,POULTRY,2021,37.9241214
ARG,POULTRY,2022,38.08794213
ARG,POULTRY,2023,38.04729941
ARG,POULTRY,2024,38.0110919
ARG,POULTRY,2025,37.97910168
ARG,POULTRY,2026,37.95122925
ARG,SHEEP,1991,2.33881632
ARG,SHEEP,1992,1.886415645
ARG,SHEEP,1993,1.860565881
ARG,SHEEP,1994,2.362608184
ARG,SHEEP,1995,2.222376976
ARG,SHEEP,1996,1.778622434
ARG,SHEEP,1997,1.617024538
ARG,SHEEP,1998,1.41446826
ARG,SHEEP,1999,1.329264592
ARG,SHEEP,2000,1.405007574
ARG,SHEEP,2001,1.387649645
ARG,SHEEP,2002,1.355902715
ARG,SHEEP,2003,1.301618494
ARG,SHEEP,2004,1.251013872
ARG,SHEEP,2005,1.17755786
ARG,SHEEP,2006,1.140432395
ARG,SHEEP,2007,1.170444672
ARG,SHEEP,2008,1.092868921
ARG,SHEEP,2009,1.038564005
ARG,SHEEP,2010,1.027963258
ARG,SHEEP,2011,1.080659088
ARG,SHEEP,2012,1.173898493
ARG,SHEEP,2013,1.182358375
ARG,SHEEP,2014,1.170208698
ARG,SHEEP,2015,1.198974907
ARG,SHEEP,2016,1.207275443
ARG,SHEEP,2017,1.194949059
ARG,SHEEP,2018,1.195153366
ARG,SHEEP,2019,1.199753346
ARG,SHEEP,2020,1.20039937
ARG,SHEEP,2021,1.198178865
ARG,SHEEP,2022,1.196341868
ARG,SHEEP,2023,1.196297144
ARG,SHEEP,2024,1.197475771
ARG,SHEEP,2025,1.197880043
ARG,SHEEP,2026,1.196270727
BGD,BEEF,1990,0.951094674
BGD,BEEF,1991,0.922498343
BGD,BEEF,1992,0.91451773
BGD,BEEF,1993,0.907068656
BGD,BEEF,1994,0.905846254
BGD,BEEF,1995,0.89252715
BGD,BEEF,1996,0.902575415
BGD,BEEF,1997,0.957320267
BGD,BEEF,1998,0.909886519
BGD,BEEF,1999,0.946046825
BGD,BEEF,2000,0.938446873
BGD,BEEF,2001,0.931407309
BGD,BEEF,2002,0.935193718
BGD,BEEF,2003,0.929291789
BGD,BEEF,2004,0.924428404
BGD,BEEF,2005,0.920730556
BGD,BEEF,2006,0.9134265
BGD,BEEF,2007,0.912050935
BGD,BEEF,2008,0.911283299
BGD,BEEF,2009,0.905901998
BGD,BEEF,2010,0.904913031
BGD,BEEF,2011,0.917176367
BGD,BEEF,2012,0.897219772
BGD,BEEF,2013,0.890826706
BGD,BEEF,2014,0.884474493
BGD,BEEF,2015,0.886980542
BGD,BEEF,2016,0.876552981
BGD,BEEF,2017,0.866786886
BGD,BEEF,2018,0.844814763
BGD,BEEF,2019,0.831791736
BGD,BEEF,2020,0.833402144
BGD,BEEF,2021,0.842141126
BGD,BEEF,2022,0.852043323
BGD,BEEF,2023,0.849614869
BGD,BEEF,2024,0.843167322
BGD,BEEF,2025,0.827302472
BGD,BEEF,2026,0.812836167
BGD,PIG,1990,6.62E-07
BGD,PIG,1991,6.47E-07
BGD,PIG,1992,6.33E-07
BGD,PIG,1993,6.19E-07
BGD,PIG,1994,6.06E-07
BGD,PIG,1995,5.93E-07
BGD,PIG,1996,5.80E-07
BGD,PIG,1997,5.68E-07
BGD,PIG,1998,5.56E-07
BGD,PIG,1999,5.45E-07
BGD,PIG,2000,5.35E-07
BGD,PIG,2001,5.25E-07
BGD,PIG,2002,5.15E-07
BGD,PIG,2003,5.06E-07
BGD,PIG,2004,4.98E-07
BGD,PIG,2005,4.91E-07
BGD,PIG,2006,4.85E-07
BGD,PIG,2007,4.79E-07
BGD,PIG,2008,4.74E-07
BGD,PIG,2009,4.68E-07
BGD,PIG,2010,4.63E-07
BGD,PIG,2011,4.58E-07
BGD,PIG,2012,4.52E-07
BGD,PIG,2013,4.47E-07
BGD,PIG,2014,4.41E-07
BGD,PIG,2015,4.36E-07
BGD,PIG,2016,4.31E-07
