id,published,subject,level,price,subscribers,reviews,lectures,duration
400,2015-03-05,Graphic Design,Beginner Level,2.2,422,120,31,3.5
401,2016-04-05,Business Finance,Beginner Level,3.5,2,0,11,1
402,2016-09-15,Web Development,Beginner Level,2.2,785,20,25,1
403,2015-10-13,Musical Instruments,All Levels,2.6,77,4,14,2
404,2015-09-28,Musical Instruments,All Levels,3,469,38,30,4
405,2015-11-02,Business Finance,Intermediate Level,1.7,4,1,6,1
406,2016-04-11,Web Development,All Levels,1.7,4259,0,11,1
407,2014-10-19,Business Finance,Intermediate Level,5.2,2900,424,36,2.5
408,2015-06-22,Business Finance,Intermediate Level,6.5,2276,106,19,1.5
409,2014-12-11,Business Finance,All Levels,1.7,1254,2,64,7
410,2016-11-03,Musical Instruments,Expert Level,4.3,833,6,70,1.5
411,2016-02-16,Musical Instruments,Beginner Level,3.9,57,9,15,2
412,2015-07-17,Business Finance,Beginner Level,1.7,64,15,14,1
413,2014-11-05,Business Finance,All Levels,1.7,168,2,21,3
414,2016-06-28,Web Development,Beginner Level,1.7,2532,291,30,1
415,2015-10-22,Business Finance,Intermediate Level,10,7489,1190,25,1
416,2016-05-30,Graphic Design,Intermediate Level,1.7,679,5,9,1
417,2016-12-15,Business Finance,Expert Level,7.8,4022,35,14,1
418,2015-05-26,Business Finance,All Levels,6.5,10149,83,16,2
419,2015-11-10,Musical Instruments,Beginner Level,3.5,1268,10,30,1
420,2014-10-01,Business Finance,Intermediate Level,4.3,1260,80,38,4
421,2016-12-15,Musical Instruments,Intermediate Level,4.3,1018,2,5,1.5
422,2016-04-20,Musical Instruments,All Levels,0,2610,28,24,3.5
423,2016-10-30,Musical Instruments,All Levels,4.3,1204,8,56,1.5
424,2015-12-06,Musical Instruments,Beginner Level,4.3,17,4,37,1.5
425,2015-09-16,Business Finance,All Levels,4.3,3425,10,50,4
426,2016-10-29,Musical Instruments,Intermediate Level,6.5,2692,29,14,1.5
427,2016-04-15,Graphic Design,Beginner Level,8.3,1046,12,28,1
428,2015-05-28,Business Finance,All Levels,3,26,9,42,2
429,2016-01-22,Musical Instruments,Beginner Level,1.7,54,7,69,3
430,2015-10-08,Web Development,Beginner Level,2.6,2596,11,39,4
431,2015-11-06,Musical Instruments,Intermediate Level,3.5,120,11,47,0.733333333333333
432,2016-02-12,Musical Instruments,Beginner Level,6.1,61,9,30,4
433,2015-06-01,Business Finance,All Levels,1.7,3,0,8,1.5
434,2014-03-31,Graphic Design,Beginner Level,4.3,5,0,35,5
435,2016-10-16,Musical Instruments,All Levels,17.4,5316,159,291,31
436,2014-04-12,Musical Instruments,All Levels,17.4,7178,260,144,8.5
437,2016-07-11,Business Finance,All Levels,2.2,7,0,12,1
438,2015-02-07,Business Finance,Beginner Level,0,4863,202,6,1.5
439,2014-11-28,Business Finance,All Levels,4.3,306,0,5,0.633333333333333
440,2016-04-13,Musical Instruments,Intermediate Level,3.5,32,2,11,1.5
441,2016-04-06,Graphic Design,All Levels,1.7,2938,26,45,6
442,2015-07-16,Musical Instruments,Beginner Level,6.1,2002,34,33,4
443,2016-10-19,Graphic Design,Beginner Level,2.6,1,0,55,4.5
444,2016-04-06,Graphic Design,Beginner Level,8.3,798,198,25,0.666666666666667
445,2016-11-23,Graphic Design,All Levels,8.7,1043,27,30,2
446,2015-07-24,Musical Instruments,Beginner Level,3.5,543,4,12,1
447,2016-03-16,Business Finance,All Levels,17,4061,52,16,2
448,2014-03-26,Musical Instruments,Intermediate Level,4.3,184,4,82,4
449,2016-09-12,Web Development,All Levels,5.7,12953,680,22,1.5
450,2016-09-28,Musical Instruments,All Levels,3.9,1224,17,32,1.5
451,2015-06-17,Business Finance,All Levels,8.3,638,25,36,5
452,2015-08-13,Musical Instruments,All Levels,3,510,1,8,0.616666666666667
453,2014-10-29,Musical Instruments,Intermediate Level,4.3,68,8,126,7.5
454,2014-07-03,Musical Instruments,All Levels,1.7,30,1,15,0.616666666666667
455,2014-08-07,Musical Instruments,All Levels,17.4,75499,7676,362,30
456,2016-11-16,Business Finance,All Levels,1.7,2437,12,23,1.5
457,2016-10-18,Business Finance,All Levels,17.4,1380,42,17,1
458,2016-02-10,Business Finance,Intermediate Level,5.2,89,4,10,1
459,2016-04-25,Business Finance,All Levels,17.4,224,35,16,1.5
460,2015-08-16,Business Finance,Beginner Level,3.5,112,1,14,1.5
461,2016-02-11,Musical Instruments,All Levels,4.3,297,20,17,3
462,2016-11-14,Web Development,Beginner Level,17.4,5211,414,133,19.5
463,2015-07-27,Web Development,All Levels,17,57422,874,84,7.5
464,2015-07-28,Business Finance,All Levels,4.3,1184,15,37,6
465,2014-11-11,Musical Instruments,All Levels,2.6,414,18,19,1
466,2015-10-16,Musical Instruments,Beginner Level,2.6,1337,5,18,1.5
467,2014-07-28,Musical Instruments,All Levels,6.5,158,17,59,2.5
468,2015-07-26,Graphic Design,Beginner Level,1.7,88,8,14,1
469,2016-07-26,Business Finance,Beginner Level,2.6,120,17,19,2
470,2016-10-30,Musical Instruments,All Levels,4.3,1018,4,63,1.5
471,2016-10-12,Business Finance,Beginner Level,1.7,74,17,30,4.5
472,2016-08-22,Graphic Design,Beginner Level,10.4,410,15,62,7.5
473,2015-04-05,Graphic Design,Beginner Level,1.7,1207,5,19,2
474,2015-11-12,Business Finance,All Levels,8.3,299,5,65,2.5
475,2016-08-18,Business Finance,All Levels,3.5,379,60,60,2
476,2016-03-08,Business Finance,Beginner Level,1.7,853,4,35,5
477,2016-01-27,Musical Instruments,Beginner Level,2.2,287,42,27,6
478,2014-04-04,Graphic Design,Beginner Level,1.7,1,0,8,1
479,2016-07-12,Musical Instruments,Beginner Level,15.7,47,7,13,3
480,2016-06-26,Musical Instruments,Intermediate Level,1.7,8,0,11,1.5
481,2015-04-20,Graphic Design,Beginner Level,1.7,33,5,12,0.65
482,2015-11-16,Graphic Design,Beginner Level,2.2,331,24,9,1
483,2016-05-16,Musical Instruments,Intermediate Level,3.5,584,7,196,5.5
484,2016-08-09,Graphic Design,All Levels,16.1,165,17,11,1.5
485,2016-02-18,Web Development,All Levels,5.2,1723,258,60,11
486,2016-08-09,Musical Instruments,Intermediate Level,4.3,1319,101,21,1
487,2016-10-16,Graphic Design,All Levels,8.3,2035,19,23,1.5
488,2016-04-02,Business Finance,Beginner Level,0,2740,306,10,2
489,2016-01-18,Musical Instruments,Beginner Level,1.7,1337,17,21,1
490,2016-08-22,Web Development,All Levels,4.3,1515,32,60,7
491,2014-11-28,Graphic Design,All Levels,17,3131,131,56,5.5
492,2015-07-01,Business Finance,All Levels,3.5,1643,18,19,2
493,2016-11-24,Musical Instruments,All Levels,4.3,59,8,29,1.5
494,2015-07-21,Business Finance,All Levels,1.7,120,18,21,2
495,2015-11-05,Musical Instruments,Intermediate Level,17,185,8,70,7.5
496,2015-03-29,Business Finance,Beginner Level,1.7,9,0,13,1.5
497,2015-03-09,Business Finance,Intermediate Level,10.9,2996,200,23,2
498,2016-05-02,Web Development,Beginner Level,1.7,2025,16,38,2
499,2016-08-16,Business Finance,Intermediate Level,1.7,155,23,22,1.5
500,2016-02-16,Musical Instruments,All Levels,3.9,239,30,49,6
501,2015-01-31,Business Finance,All Levels,13,5786,518,50,5
502,2016-06-09,Business Finance,All Levels,3.5,111,20,11,1
503,2016-06-13,Business Finance,All Levels,2.2,2914,11,5,0.616666666666667
504,2015-01-26,Web Development,All Levels,3.5,5387,38,15,1
505,2016-10-05,Business Finance,All Levels,17.4,2310,162,26,3.5
506,2014-10-25,Graphic Design,Intermediate Level,8.3,45,1,26,5
507,2014-09-22,Business Finance,All Levels,1.7,20,1,9,1
508,2015-11-17,Business Finance,All Levels,1.7,1,1,12,0.566666666666667
509,2016-06-20,Graphic Design,Beginner Level,3.5,6,2,46,4.5
510,2015-05-27,Web Development,All Levels,8.7,3757,28,20,1
511,2014-12-28,Musical Instruments,Beginner Level,10.4,1424,71,16,1.5
512,2015-01-09,Business Finance,Beginner Level,2.6,27,5,12,2
513,2016-03-15,Graphic Design,Intermediate Level,1.7,272,0,11,0.5
514,2016-07-01,Business Finance,Beginner Level,17.4,8,0,8,1.5
515,2014-03-29,Business Finance,All Levels,0,2571,32,23,4.5
516,2015-11-04,Musical Instruments,All Levels,6.1,2164,10,30,1
517,2016-12-23,Musical Instruments,Intermediate Level,4.3,1174,39,23,1.5
518,2015-01-24,Business Finance,Beginner Level,5.2,8314,83,47,4
519,2015-04-10,Graphic Design,Beginner Level,1.7,21,4,17,0.733333333333333
520,2016-09-09,Business Finance,All Levels,5.2,32,6,15,1.5
521,2016-07-05,Musical Instruments,All Levels,4.3,39,2,136,8
522,2015-12-01,Business Finance,All Levels,5.7,32,6,30,4
523,2016-09-15,Musical Instruments,All Levels,4.3,10435,665,23,1.5
524,2015-03-08,Business Finance,All Levels,2.2,4086,31,14,1.5
525,2014-05-19,Musical Instruments,All Levels,4.3,5,0,23,3
526,2015-10-26,Musical Instruments,All Levels,3.5,489,5,35,4
527,2016-07-18,Business Finance,All Levels,4.8,4,0,21,1
528,2015-10-29,Graphic Design,All Levels,0,1447,121,13,1
529,2014-10-06,Business Finance,All Levels,0,2166,38,20,3
530,2016-08-11,Web Development,All Levels,6.1,7184,22,29,4
531,2016-02-19,Musical Instruments,All Levels,3.9,252,14,21,4.5
532,2015-07-16,Business Finance,All Levels,3.5,61,16,22,2.5
533,2014-01-20,Business Finance,Intermediate Level,1.7,10,1,12,1.5
534,2014-12-31,Business Finance,All Levels,13,2318,19,16,5
535,2016-10-27,Web Development,Intermediate Level,7,7169,277,20,1
536,2015-10-29,Business Finance,All Levels,17,1096,24,24,1.5
537,2015-12-04,Business Finance,Beginner Level,2.6,35,4,35,1.5
538,2016-06-09,Business Finance,Beginner Level,1.7,139,36,29,2
539,2015-05-28,Business Finance,Expert Level,17,5172,34,38,2.5
540,2015-03-31,Graphic Design,Intermediate Level,1.7,725,1,12,0.633333333333333
541,2015-01-03,Graphic Design,All Levels,6.5,7282,1629,42,3.5
542,2015-08-25,Business Finance,All Levels,1.7,27,5,6,1
543,2015-02-19,Business Finance,All Levels,16.1,5528,506,32,3
544,2016-08-18,Graphic Design,All Levels,1.7,214,0,15,1
545,2015-09-02,Musical Instruments,Beginner Level,10.4,600,27,30,3
546,2016-09-06,Business Finance,All Levels,8.7,27,6,235,19.5
547,2016-12-28,Web Development,Beginner Level,2.6,2342,15,19,4.5
548,2015-11-20,Web Development,All Levels,8.7,9668,38,52,4
549,2016-06-15,Business Finance,All Levels,13,1988,137,27,1.5
550,2015-07-03,Musical Instruments,Beginner Level,0,2577,30,6,0.616666666666667
551,2015-07-29,Graphic Design,Beginner Level,17.4,6028,205,20,2.5
552,2014-06-16,Business Finance,Intermediate Level,10.9,8,1,19,2.5
553,2015-02-23,Business Finance,All Levels,3,7,1,19,1
554,2014-02-11,Business Finance,All Levels,1.7,570,2,21,2
555,2016-04-28,Business Finance,All Levels,17,1420,70,29,2.5
556,2016-07-25,Graphic Design,Intermediate Level,13,96,10,50,4.5
557,2016-09-03,Business Finance,Beginner Level,8.7,1006,14,17,1.5
558,2016-07-13,Business Finance,All Levels,4.3,2134,55,5,1
559,2014-10-29,Musical Instruments,Intermediate Level,4.3,288,15,100,6
560,2015-11-30,Musical Instruments,Beginner Level,3.5,1029,22,32,3.5
561,2015-09-24,Musical Instruments,All Levels,4.3,88,1,48,3
562,2015-08-06,Musical Instruments,Beginner Level,8.3,5,2,45,4.5
563,2014-12-06,Graphic Design,Beginner Level,1.7,1332,31,24,2
564,2016-12-22,Graphic Design,All Levels,1.7,5,2,9,0.6
565,2016-04-13,Musical Instruments,Beginner Level,3.5,17,0,38,3
566,2014-04-18,Web Development,All Levels,1.7,3357,82,48,12.5
567,2016-02-09,Graphic Design,All Levels,1.7,62,9,41,4
568,2016-03-10,Business Finance,All Levels,13,23,6,25,1.5
569,2016-01-04,Graphic Design,All Levels,6.1,354,27,98,13
570,2016-08-04,Graphic Design,All Levels,2.6,11,3,8,0.533333333333333
571,2016-07-05,Graphic Design,All Levels,1.7,97,9,124,13.5
572,2016-05-16,Business Finance,All Levels,2.2,136,28,21,3
573,2015-05-06,Business Finance,All Levels,15.7,1132,70,332,29
574,2014-02-11,Business Finance,All Levels,1.7,308,4,10,1
575,2016-02-25,Business Finance,Beginner Level,0,1924,120,5,1
576,2014-05-07,Business Finance,All Levels,0,2146,35,8,1
577,2016-08-26,Musical Instruments,All Levels,4.3,10,3,10,2.5
578,2015-01-06,Business Finance,All Levels,1.7,2293,9,28,2
579,2016-06-17,Musical Instruments,All Levels,3.5,341,7,23,1.5
580,2014-11-12,Business Finance,Beginner Level,3.5,28,5,14,1
581,2014-02-17,Business Finance,Beginner Level,1.7,3339,4,11,1.5
582,2016-06-27,Business Finance,All Levels,3,15,1,12,1
583,2015-12-14,Business Finance,Beginner Level,17,1723,38,24,1
584,2016-04-12,Musical Instruments,Beginner Level,8.3,8,0,50,4
585,2016-04-20,Musical Instruments,All Levels,1.7,29,4,37,3.5
586,2014-06-21,Business Finance,All Levels,3.5,204,1,18,3
587,2015-08-06,Graphic Design,All Levels,12.6,1367,61,31,3
588,2016-03-04,Business Finance,Beginner Level,0,11724,649,17,1.5
589,2014-02-25,Business Finance,All Levels,17,613,33,142,24.5
590,2014-06-25,Musical Instruments,All Levels,4.3,181,34,32,5
591,2016-03-31,Business Finance,Intermediate Level,10.4,577,45,82,6.5
592,2014-05-09,Musical Instruments,All Levels,4.3,11,1,37,2.5
593,2014-06-17,Graphic Design,All Levels,2.6,87,7,23,2
594,2016-08-22,Business Finance,All Levels,10.9,825,11,34,2
595,2015-08-04,Business Finance,All Levels,1.7,37,7,15,1
596,2015-05-25,Business Finance,Beginner Level,1.7,68,10,23,0.5
597,2015-10-04,Graphic Design,Beginner Level,0,8786,245,11,1
598,2016-03-10,Web Development,All Levels,1.7,2160,16,28,4
599,2015-07-14,Graphic Design,All Levels,8.3,827,50,39,2.5
600,2015-12-08,Business Finance,All Levels,1.7,29,9,32,2
601,2015-06-23,Business Finance,All Levels,1.7,1749,41,21,1
602,2016-11-23,Web Development,All Levels,7.4,3295,531,162,31.5
603,2016-10-18,Business Finance,All Levels,17.4,12,0,20,2
604,2016-02-24,Business Finance,Beginner Level,4.3,106,13,12,1
605,2016-12-24,Graphic Design,All Levels,4.3,14,2,26,2
606,2016-08-06,Web Development,All Levels,17,5335,105,117,14
607,2016-01-22,Musical Instruments,Beginner Level,1.7,14,1,49,2.5
608,2016-04-13,Musical Instruments,All Levels,3.5,61,3,9,1.5
609,2014-03-01,Musical Instruments,Intermediate Level,3,71,3,16,2
610,2016-08-05,Business Finance,All Levels,0,6811,151,51,2
611,2016-08-28,Web Development,Beginner Level,17.4,5809,1445,61,15
612,2016-02-11,Business Finance,Beginner Level,2.6,47,9,22,2
613,2015-01-10,Business Finance,All Levels,17.4,554,63,44,4
614,2016-01-05,Graphic Design,Beginner Level,1.7,1504,10,9,1.5
615,2016-04-08,Musical Instruments,All Levels,4.3,119,4,32,5.5
616,2014-04-23,Business Finance,Beginner Level,1.7,373,3,14,1.5
617,2016-03-10,Business Finance,All Levels,17.4,97,18,29,3
618,2015-11-28,Business Finance,All Levels,10.9,106,11,100,20.5
619,2016-04-22,Musical Instruments,All Levels,4.3,92,1,25,6
620,2016-05-13,Graphic Design,Beginner Level,17.4,15276,1740,65,8
621,2016-12-14,Business Finance,Intermediate Level,4.3,33,4,26,1
622,2014-06-17,Graphic Design,Beginner Level,1.7,13,3,22,2
623,2015-11-04,Graphic Design,All Levels,16.5,1552,11,27,2.5
624,2014-09-23,Web Development,All Levels,5.2,4689,216,54,10
625,2014-09-05,Business Finance,Beginner Level,4.3,79,5,36,1
626,2015-02-26,Graphic Design,All Levels,1.7,1080,6,35,3
627,2014-12-16,Business Finance,Beginner Level,1.7,50,18,13,1.5
628,2016-11-18,Graphic Design,Intermediate Level,3,19,2,9,1.5
629,2016-01-12,Musical Instruments,Beginner Level,2.6,920,31,9,1
630,2015-11-03,Business Finance,All Levels,13,375,15,194,24.5
631,2014-02-21,Business Finance,Beginner Level,2.6,1192,12,38,12
632,2016-10-21,Web Development,Intermediate Level,8.7,1023,118,38,6
633,2016-09-28,Musical Instruments,Beginner Level,0,2084,20,7,1
634,2016-10-17,Business Finance,Beginner Level,3,1459,11,26,1
635,2016-03-30,Business Finance,All Levels,1.7,3223,240,23,1
636,2014-03-17,Musical Instruments,Intermediate Level,3,80,2,16,2
637,2016-10-24,Web Development,All Levels,4.3,9607,78,40,5.5
638,2016-11-10,Web Development,All Levels,4.3,1129,137,77,17.5
639,2015-07-19,Business Finance,All Levels,4.3,83,10,15,2.5
640,2016-02-29,Musical Instruments,All Levels,3.9,64,13,15,1.5
641,2015-08-18,Graphic Design,Beginner Level,4.3,1468,190,141,8
642,2015-11-21,Web Development,Intermediate Level,17.4,6601,1304,26,3.5
643,2014-01-14,Graphic Design,Intermediate Level,1.7,51,2,20,2
644,2016-09-07,Business Finance,All Levels,17.4,1645,25,42,2
645,2015-12-09,Business Finance,All Levels,13,461,45,44,5
646,2014-06-17,Business Finance,Beginner Level,2.2,35,2,28,4
647,2014-08-11,Business Finance,All Levels,16.1,7941,713,40,6.5
648,2015-07-28,Musical Instruments,Beginner Level,1.7,605,21,11,0.7
649,2015-02-13,Business Finance,All Levels,2.2,3771,10,35,2.5
650,2016-02-08,Business Finance,Beginner Level,2.2,6,1,27,4.5
651,2015-04-17,Graphic Design,All Levels,2.2,57,0,12,2
652,2016-01-18,Business Finance,All Levels,0,6185,138,20,3
653,2016-05-09,Web Development,All Levels,13,4057,359,99,6.5
654,2014-09-17,Graphic Design,All Levels,3,2354,12,37,3
655,2015-09-01,Business Finance,All Levels,1.7,87,22,86,4
656,2014-09-02,Musical Instruments,Beginner Level,1.7,709,12,38,2
657,2016-01-29,Business Finance,Beginner Level,1.7,978,7,13,0.533333333333333
658,2015-11-12,Web Development,Expert Level,8.3,2789,243,26,3.5
659,2016-02-14,Graphic Design,Beginner Level,2.6,259,3,11,1.5
660,2015-01-30,Business Finance,All Levels,3.5,347,0,24,4.5
661,2015-03-29,Musical Instruments,Beginner Level,2.6,1327,11,13,1.5
662,2015-04-15,Musical Instruments,All Levels,4.3,197,0,106,6.5
663,2016-05-23,Web Development,All Levels,17,1645,75,12,1
664,2016-11-21,Graphic Design,Beginner Level,3.9,431,99,80,7.5
665,2016-01-14,Business Finance,Beginner Level,1.7,1374,19,9,2
666,2014-09-19,Musical Instruments,All Levels,1.7,83,4,9,0.666666666666667
667,2016-09-12,Business Finance,Expert Level,1.7,326,23,14,1
668,2014-03-14,Web Development,Intermediate Level,1.7,10247,200,15,1.5
669,2015-12-21,Graphic Design,Intermediate Level,2.2,9464,329,43,2
670,2015-04-26,Graphic Design,All Levels,17,2067,8,18,1.5
671,2015-07-22,Musical Instruments,Beginner Level,1.7,455,3,11,1
672,2016-08-30,Web Development,All Levels,8.7,1735,76,25,2.5
673,2016-01-08,Business Finance,All Levels,1.7,72,17,37,1.5
674,2015-06-01,Business Finance,Intermediate Level,4.3,18,4,5,1
675,2015-04-26,Graphic Design,All Levels,8.7,4927,15,22,2.5
676,2015-12-28,Musical Instruments,All Levels,1.7,41,1,13,1
677,2015-12-29,Business Finance,All Levels,1.7,1037,3,12,2
678,2015-01-22,Musical Instruments,Beginner Level,0,5769,78,29,1
679,2016-02-15,Musical Instruments,All Levels,0,3325,28,5,1
680,2014-11-07,Graphic Design,All Levels,2.2,598,22,13,1.5
681,2016-02-22,Musical Instruments,Beginner Level,2.2,5,1,11,2
682,2015-04-26,Business Finance,Beginner Level,3.5,500,45,34,4
683,2016-04-29,Web Development,Beginner Level,2.6,3652,60,7,0.666666666666667
684,2016-02-15,Musical Instruments,Intermediate Level,3,105,9,23,3
685,2015-01-20,Business Finance,All Levels,4.3,956,4,21,5.5
686,2015-01-30,Graphic Design,All Levels,13,3000,470,134,12
687,2014-04-11,Business Finance,All Levels,0,6024,890,18,1
688,2016-06-13,Musical Instruments,Beginner Level,2.6,137,2,43,4.5
689,2015-11-13,Business Finance,Beginner Level,3.5,5,0,48,5.5
690,2015-01-31,Business Finance,All Levels,1.7,718,5,28,2
691,2015-02-06,Musical Instruments,Beginner Level,2.6,478,3,31,0.7
692,2016-10-21,Graphic Design,Beginner Level,8.7,23,2,9,0.616666666666667
693,2016-01-25,Business Finance,Intermediate Level,6.1,288,9,13,1
694,2014-08-10,Web Development,All Levels,0,29990,1342,87,17.5
695,2015-11-10,Business Finance,All Levels,3,280,40,54,4
696,2015-06-03,Graphic Design,Beginner Level,17,5840,57,30,4
697,2014-12-17,Graphic Design,All Levels,1.7,124,8,16,1.5
698,2016-02-02,Musical Instruments,Beginner Level,1.7,2686,10,32,6
699,2016-06-20,Business Finance,All Levels,1.7,11,0,19,4
700,2016-05-24,Graphic Design,All Levels,17,2267,28,81,5
701,2016-12-27,Musical Instruments,All Levels,4.3,12,0,321,3.5
702,2016-09-12,Business Finance,Intermediate Level,1.7,384,37,18,0.716666666666667
703,2014-08-18,Musical Instruments,Beginner Level,1.7,12,3,12,1.5
704,2016-08-08,Graphic Design,Beginner Level,3.5,1522,145,37,5
705,2016-09-21,Business Finance,Expert Level,17.4,36,2,24,4
706,2016-03-28,Graphic Design,Beginner Level,4.3,721,7,35,5
707,2016-07-13,Graphic Design,Intermediate Level,0,3251,158,13,0.516666666666667
708,2015-11-26,Web Development,All Levels,8.7,4563,49,13,1.5
709,2015-03-08,Business Finance,All Levels,2.6,30,5,9,1
710,2016-10-11,Web Development,All Levels,17.4,842,144,536,25
711,2016-07-20,Graphic Design,All Levels,1.7,164,43,62,12
712,2016-04-01,Musical Instruments,Beginner Level,1.7,13,0,69,1.5
713,2016-05-04,Business Finance,Beginner Level,0,5931,158,15,3.5
714,2016-06-21,Business Finance,All Levels,1.7,91,7,30,2
715,2015-09-25,Business Finance,Expert Level,4.3,8,1,8,1
716,2016-08-10,Web Development,Beginner Level,1.7,9425,147,14,1.5
717,2016-12-02,Graphic Design,Beginner Level,2.6,740,20,12,0.583333333333333
718,2016-02-13,Business Finance,All Levels,4.3,21,3,24,0.7
719,2014-09-22,Business Finance,All Levels,1.7,3,0,6,0.566666666666667
720,2015-08-04,Graphic Design,Beginner Level,1.7,5,2,17,2
721,2015-10-15,Graphic Design,All Levels,1.7,36,0,5,0.566666666666667
722,2015-04-21,Musical Instruments,Intermediate Level,17,113,2,34,2
723,2015-07-02,Business Finance,Beginner Level,2.6,27,4,10,1.5
724,2014-01-29,Business Finance,Beginner Level,2.2,91,11,35,8.5
725,2016-09-21,Business Finance,Intermediate Level,13,13,0,19,2
726,2015-02-13,Musical Instruments,Beginner Level,8.7,1605,19,52,2
727,2015-03-15,Business Finance,All Levels,8.3,3360,12,34,3
728,2015-11-11,Business Finance,Beginner Level,12.2,1309,4,20,1.5
729,2014-05-08,Business Finance,Beginner Level,1.7,690,17,21,1
730,2015-10-26,Musical Instruments,All Levels,7,1284,6,99,2
731,2015-11-18,Business Finance,Beginner Level,4.3,1315,48,59,2.5
732,2016-12-27,Musical Instruments,All Levels,4.3,25,1,321,3.5
733,2015-05-12,Graphic Design,All Levels,1.7,84,8,13,2
734,2014-05-26,Musical Instruments,Beginner Level,3,29,0,14,1
735,2015-11-23,Business Finance,Beginner Level,4.3,397,4,36,3
736,2014-07-09,Business Finance,All Levels,1.7,576,1,14,1
737,2015-07-24,Business Finance,Intermediate Level,1.7,28,2,26,2.5
738,2015-02-13,Business Finance,All Levels,12.6,951,25,62,6
739,2016-03-06,Business Finance,Beginner Level,5.7,256,29,39,3.5
740,2015-06-25,Musical Instruments,All Levels,5.7,353,13,25,1
741,2016-01-26,Business Finance,All Levels,1.7,26,3,14,1
742,2016-11-01,Web Development,All Levels,1.7,9762,94,112,13.5
743,2016-05-04,Business Finance,All Levels,1.7,1029,13,7,0.683333333333333
744,2015-09-01,Musical Instruments,Beginner Level,0,61,1,31,1.5
745,2015-07-29,Musical Instruments,Beginner Level,0,991,29,12,1
746,2014-10-08,Musical Instruments,All Levels,3.9,2346,11,14,0.65
747,2015-08-05,Business Finance,Beginner Level,4.3,40,1,27,2.5
748,2015-06-22,Business Finance,Beginner Level,17.4,1498,30,23,2
749,2016-12-05,Business Finance,Intermediate Level,17.4,226,12,29,4.5
750,2014-04-07,Graphic Design,Beginner Level,1.7,1116,3,21,2.5
751,2015-01-12,Business Finance,All Levels,4.3,1195,3,7,2
752,2016-07-21,Musical Instruments,All Levels,5.7,418,2,30,3
753,2016-01-24,Business Finance,All Levels,2.2,366,45,41,2.5
754,2016-05-05,Musical Instruments,Intermediate Level,2.6,9,0,10,2
755,2016-08-10,Graphic Design,All Levels,17.4,797,30,37,2
756,2016-08-31,Business Finance,All Levels,1.7,1560,43,25,3
757,2015-08-14,Web Development,All Levels,13,18101,88,68,5.5
758,2015-08-18,Graphic Design,Beginner Level,3.5,9,0,23,2.5
759,2015-01-22,Web Development,All Levels,17.4,2353,47,91,10
760,2015-07-07,Business Finance,All Levels,8.3,104,1,11,1
761,2014-08-21,Musical Instruments,Beginner Level,1.7,12,1,13,1.5
762,2016-02-16,Graphic Design,Beginner Level,2.6,123,12,48,3
763,2016-02-04,Business Finance,Beginner Level,4.3,1237,54,35,2.5
764,2016-07-25,Business Finance,Beginner Level,8.7,1444,101,59,5
765,2015-12-10,Musical Instruments,All Levels,4.3,193,20,31,1
766,2015-03-30,Musical Instruments,Beginner Level,0,6853,398,23,0.616666666666667
767,2014-05-19,Musical Instruments,All Levels,4.3,6,2,30,3
768,2016-08-11,Web Development,All Levels,17.4,563,178,32,3
769,2015-04-29,Musical Instruments,Intermediate Level,4.3,10869,2257,104,5
770,2016-07-07,Graphic Design,Beginner Level,0,334,26,27,1
771,2016-11-06,Business Finance,Beginner Level,6.5,853,45,48,4.5
772,2015-10-04,Business Finance,All Levels,2.6,632,49,22,2
773,2015-09-23,Business Finance,Beginner Level,1.7,486,3,14,3
774,2015-04-17,Business Finance,All Levels,17.4,631,49,21,2
775,2015-08-14,Musical Instruments,Beginner Level,1.7,31,1,10,1
776,2014-02-13,Web Development,Beginner Level,1.7,26800,333,55,3
777,2016-11-01,Web Development,All Levels,13,13439,1981,89,20.5
778,2016-02-11,Graphic Design,Intermediate Level,3.9,4,0,9,2
779,2015-08-04,Graphic Design,All Levels,1.7,4,0,8,0.683333333333333
780,2015-09-21,Graphic Design,All Levels,3.5,183,18,19,2.5
781,2016-02-12,Musical Instruments,All Levels,3.5,22,2,17,0.716666666666667
782,2015-07-23,Musical Instruments,Beginner Level,1.7,420,2,13,1
783,2015-10-26,Business Finance,All Levels,8.3,274,41,18,1.5
784,2016-01-04,Business Finance,All Levels,1.7,50,6,12,3
785,2014-10-28,Business Finance,Beginner Level,1.7,721,12,29,3
786,2016-07-02,Musical Instruments,Intermediate Level,3,55,2,30,2
787,2016-05-26,Web Development,All Levels,17,6636,302,50,6
788,2016-04-23,Business Finance,Beginner Level,1.7,9,3,17,0.716666666666667
789,2016-04-15,Business Finance,All Levels,2.2,2953,20,211,20.5
790,2014-07-18,Musical Instruments,Beginner Level,1.7,12,2,12,1
791,2015-12-15,Musical Instruments,Beginner Level,2.2,60,6,38,4.5
792,2014-12-17,Business Finance,Beginner Level,1.7,193,19,14,1
793,2015-09-07,Web Development,All Levels,17.4,3887,81,94,8.5
794,2016-11-24,Graphic Design,All Levels,3,74,1,11,1.5
795,2015-12-17,Business Finance,All Levels,1.7,1044,8,16,2
796,2016-12-16,Web Development,All Levels,17,1703,292,178,13
797,2014-11-30,Musical Instruments,Beginner Level,1.7,7,0,17,0.533333333333333
798,2016-09-02,Musical Instruments,All Levels,11.7,1,1,6,0.5
799,2014-05-05,Musical Instruments,All Levels,4.3,11,0,27,3
